LATITUDE, LONGITUDE,F00,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18
39.56891,-121.68359,8.85800,9.97400,9.88700,10.16500,10.58600,9.41600,9.12700,10.01600,8.98100,9.36500,8.73900,9.41400,10.01400,9.70300,10.16100,9.36500,9.62600,9.36100,9.18300
39.56190,-121.71737,8.96600,10.58000,10.33700,9.87600,10.18600,9.52300,9.32900,9.40800,9.16200,9.29000,9.31400,10.71800,10.30900,9.81800,10.24400,9.78100,9.96800,9.69400,9.57000
39.44842,-122.25706,9.24600,10.17800,10.08200,9.92500,8.79000,9.25300,9.85300,9.11500,9.34200,10.17200,10.10800,11.31800,11.42700,11.87400,11.42700,10.87000,10.54000,10.36400,10.73800
39.44125,-122.29074,8.82500,9.95900,9.74600,9.09500,8.89600,9.82200,9.32300,8.64600,8.91100,9.69500,9.68700,12.24000,11.09100,11.75500,10.95100,11.22000,10.42100,10.22000,9.35400
39.57776,-121.50552,7.56800,8.61800,8.75700,9.90800,7.87700,7.62300,7.61900,7.49700,7.90900,7.39200,7.69600,8.96100,9.36200,9.20600,10.35600,9.40000,9.92500,10.15600,8.90100
39.57080,-121.53933,8.66200,9.06200,10.08200,10.09300,8.16400,8.24600,8.21400,8.28500,8.66000,8.38600,8.18900,9.30800,9.13500,9.69000,10.83600,9.67400,10.19900,10.46900,9.17000
39.56383,-121.57313,9.45300,9.80200,10.78200,10.70000,9.79900,8.84800,8.94400,9.21800,9.22200,8.81100,8.62600,10.52400,10.61000,10.43000,10.76700,9.85100,10.39200,9.90100,9.74500
39.55685,-121.60693,9.43300,10.30900,10.55700,11.00300,10.43900,9.17000,9.12200,9.80800,9.06800,9.09200,8.52000,10.02000,10.04100,9.83400,9.78600,9.39800,10.22900,9.70500,9.74700
39.54986,-121.64072,9.07900,9.85200,10.06300,10.60900,10.50100,9.28200,9.03900,9.97700,8.98700,9.26700,8.28300,10.90900,9.84700,9.24600,9.78000,10.36700,9.94900,9.49200,9.34100
39.54286,-121.67450,8.95200,10.06100,9.81600,10.27100,10.43200,9.27900,9.04600,9.59200,8.96500,9.34600,8.33900,10.28500,9.77700,9.49300,10.08800,10.22300,9.98700,9.44200,9.30200
39.42241,-122.24778,9.30800,10.02800,10.03200,9.82900,9.11500,9.59000,9.61500,9.25000,9.47300,10.03900,10.13900,11.56800,11.47400,11.69300,11.30200,10.73200,10.57800,10.12400,10.19600
39.41524,-122.28145,9.02700,9.93400,9.62700,8.69300,9.17100,9.53000,8.91000,9.91200,8.53000,9.42000,9.47400,12.27300,11.62400,11.71300,10.95100,10.96300,10.35900,9.98800,9.57400
39.55170,-121.49650,8.44500,8.14300,9.49400,10.09800,7.64200,7.52300,8.08900,8.17200,7.70700,8.38600,7.36100,9.79500,9.23000,9.48200,10.32500,9.08600,10.63600,9.75700,9.57100
39.54474,-121.53030,8.28200,8.49900,9.31900,9.60500,8.23000,7.61600,7.80700,8.41100,8.17600,8.41700,7.13300,9.65100,9.25500,9.20900,10.04500,8.69100,9.61700,9.85100,9.09500
39.53777,-121.56409,8.34400,8.93400,9.53200,9.79800,9.18600,8.12900,8.20800,8.60200,8.28800,8.42900,7.30100,10.65100,9.42400,9.22700,9.98100,8.75400,9.97400,9.62600,8.97800
39.53079,-121.59787,8.52900,9.37700,9.60100,10.22100,9.96700,8.61600,8.57100,9.23300,8.51200,8.81100,8.08300,10.84300,9.72400,9.32200,9.94400,9.16100,9.79900,9.43500,9.49100
39.52381,-121.63165,8.74800,9.53400,9.75700,10.47800,10.27600,9.15100,8.88900,9.50800,8.81200,9.25400,8.33900,11.74900,10.09900,9.97400,9.80600,9.34300,9.98600,9.51700,9.58500
39.51681,-121.66542,8.91000,9.98000,9.80300,10.37100,10.33400,9.38200,9.02100,9.30800,8.98700,9.37100,9.26700,9.71300,10.06200,9.23700,9.51000,10.32300,10.07900,9.48000,9.35300
39.50980,-121.69919,9.26800,10.68600,10.13100,10.30300,10.09200,9.26900,9.30200,8.96500,8.72100,9.24000,9.30500,10.54900,10.16200,9.56200,9.91300,9.32800,10.00600,9.43100,9.25600
39.38924,-122.27216,8.75200,9.96500,9.48300,9.12300,8.81000,9.87100,9.16600,10.07800,9.24000,8.87200,9.32800,12.13900,11.82900,11.66300,11.15700,10.88200,10.42800,9.99900,9.39900
39.56027,-121.31845,8.64700,8.41600,8.38200,9.39600,7.83900,7.88800,7.44700,7.56400,8.64100,7.06300,8.79700,9.80400,9.36900,9.34900,10.98800,9.70000,8.75900,9.61600,8.90100
39.52563,-121.48748,9.03000,9.02500,9.86900,10.29600,8.84900,7.94400,8.56600,8.74900,8.16800,8.54400,7.83100,8.85100,8.93100,9.37200,10.65600,9.94000,10.42800,9.40700,9.54500
39.51868,-121.52127,8.35300,9.02100,9.47800,9.70200,9.16100,7.72000,8.27200,8.70000,8.27500,8.58200,7.62400,8.04500,8.76400,9.02400,9.84900,9.11600,10.69200,9.31300,8.78200
39.51171,-121.55505,8.13800,8.83400,9.20900,9.66800,9.18600,7.73500,7.91600,8.29700,7.48800,8.36300,7.30800,9.16400,8.52700,8.90600,9.11200,8.81500,9.68400,9.04400,8.67200
39.50474,-121.58882,7.68500,8.70900,9.04700,9.63100,9.54200,8.06000,8.02700,7.99300,7.81200,8.53600,8.09500,11.00000,8.91400,9.19300,9.60800,8.75500,9.49100,9.28800,9.07800
39.48376,-121.69010,9.04300,10.41200,9.55000,10.29200,9.92600,9.30700,9.08100,8.49200,8.59600,9.11500,9.25500,9.97400,9.44300,9.24900,9.24700,8.96800,9.80600,9.12400,9.13700
39.47674,-121.72385,9.61200,10.40000,10.61800,10.55500,9.98400,9.66100,9.26000,8.93200,8.97400,9.61300,9.69400,10.42400,10.46200,9.51800,9.85600,9.33300,9.99300,9.37400,9.16200
39.41320,-122.02727,11.67400,10.66600,10.93900,10.73800,9.64500,9.35400,8.52400,9.15700,8.93000,9.38600,10.26100,12.16600,11.38300,10.82200,10.60800,11.48800,10.55800,10.69500,11.29400
39.36324,-122.26288,8.60800,9.93400,9.26400,9.37900,9.19700,10.04000,9.56000,9.65200,7.96600,9.33900,9.73500,12.36400,11.97900,11.63200,11.23900,10.74400,10.39500,10.11100,9.24600
39.35606,-122.29652,9.74500,10.14700,9.74500,9.18000,9.35700,9.26700,9.93000,10.02800,9.12300,9.33100,8.81900,12.66700,12.18600,11.74700,11.31400,11.18200,10.99600,10.22500,9.33200
39.53419,-121.30950,7.08900,7.44100,8.99900,9.44600,8.08900,8.27800,7.87800,7.76700,7.24400,7.23600,8.03200,9.76400,9.61900,10.25500,11.33000,10.58200,9.37400,10.10600,9.16000
39.52729,-121.34331,6.83600,7.62500,8.34000,9.22400,7.68300,8.27900,7.95200,7.35300,7.40600,6.81800,7.69200,8.98500,8.88700,9.10500,11.54400,9.81700,8.85700,9.21600,9.02900
39.52037,-121.37711,7.65000,7.59200,7.41500,8.40600,6.97100,7.32900,7.77000,7.30800,7.16800,7.09800,6.99800,9.13200,11.32500,9.97200,11.90000,10.24100,9.55700,9.85400,8.94800
39.51345,-121.41091,9.25500,9.10700,10.26100,10.85200,8.69200,8.28200,8.66200,8.36400,8.36800,8.15700,7.99900,9.65700,9.94000,10.55800,11.61900,11.29400,10.20300,10.27300,10.08300
39.50651,-121.44469,10.34900,10.02100,10.98800,11.06300,9.95500,9.22600,9.24000,9.26700,9.21300,9.34800,9.41500,10.98600,10.16500,10.49700,12.30000,11.28600,11.78200,10.60500,10.61800
39.49262,-121.51225,9.77400,10.09000,10.35900,10.68600,10.11400,9.03200,9.05600,9.30400,8.64400,8.83800,8.19300,9.11100,9.45200,9.51200,10.66100,9.98800,9.95300,9.55500,9.07200
39.48565,-121.54602,8.99900,9.77700,10.04700,10.60500,9.93900,8.67600,8.80600,9.01900,8.22100,8.68200,8.29300,10.94500,9.32400,8.96200,10.03100,9.48600,9.83200,9.32400,8.94600
39.47868,-121.57978,8.18000,9.40900,9.58400,10.22500,9.96400,8.82600,8.50000,8.45200,8.16800,8.83600,8.74900,11.14900,9.76800,9.27100,9.52500,9.71700,9.80900,9.41100,9.06500
39.45771,-121.68103,9.52200,10.30500,9.42200,10.11700,9.73900,9.11900,8.88200,7.99200,8.47100,9.07300,8.61200,9.64300,9.97400,9.14900,9.92700,9.16900,9.69300,9.24600,8.88700
39.45070,-121.71476,9.34300,10.63700,10.38100,10.39100,10.10400,9.88000,9.02800,8.91300,8.89600,9.88800,9.33900,10.49200,10.47400,9.46200,9.86900,9.19300,9.98700,9.36900,9.24400
39.44368,-121.74849,9.83000,10.78600,10.88400,10.52400,10.09500,9.86200,9.32600,9.12100,9.34700,9.78800,10.47000,10.57200,10.54900,9.54900,10.16400,9.19900,10.17100,9.49200,9.16300
39.38717,-122.01808,11.74900,10.77800,10.99600,10.68200,9.52000,9.02300,8.47000,8.94700,9.02800,9.54200,10.16100,11.79800,11.20800,10.61800,10.55100,11.36400,10.41700,10.62700,10.11400
39.33723,-122.25361,8.92600,9.90300,9.42000,9.71700,9.54100,10.09600,9.85400,10.05200,9.22700,9.32000,9.88600,12.36400,11.86100,11.91200,11.15100,10.61300,10.33900,10.04300,9.32100
39.33006,-122.28723,9.30100,10.27900,9.88200,9.21300,9.65600,9.38200,9.86700,9.53300,8.25000,9.03500,9.13700,12.71400,11.94900,12.44300,11.04500,11.02500,10.86500,9.99400,9.04400
39.47350,-121.46947,10.02400,9.94700,10.36900,10.58400,10.12300,9.37100,9.11000,9.31600,8.80600,9.44800,9.16200,9.38700,9.72100,10.20200,11.71200,10.38500,10.16900,10.14900,9.46000
39.46655,-121.50324,9.96200,10.15200,10.39100,10.82800,10.11700,9.35900,8.93300,9.41700,8.53000,9.16000,8.34900,9.08000,9.63700,9.62400,10.73100,9.80700,10.05400,9.74900,9.38400
39.45959,-121.53699,9.54900,10.20200,10.21600,10.56700,10.28600,9.26500,8.85000,9.31900,8.58100,8.92600,8.64900,10.93000,9.68700,9.21200,9.82500,9.56500,10.13900,9.57400,9.08400
39.45262,-121.57074,8.67400,9.70200,9.71100,10.33700,10.08400,9.00700,8.67500,8.76300,8.42800,9.07300,8.84900,11.22000,9.89300,9.22800,9.56300,9.37200,9.79100,9.51800,9.06500
39.43166,-121.67196,9.50500,10.37400,9.69100,10.08800,9.62300,9.07600,8.76900,8.10400,9.11200,9.08600,8.73000,9.99200,10.23700,9.24300,9.53000,9.26300,9.81800,9.41100,9.40100
39.41763,-121.73940,10.74300,10.93700,10.70200,10.39300,9.84900,9.98700,9.33900,9.39000,9.79500,10.13500,10.81700,10.41600,9.94900,9.54900,10.30500,9.42100,10.72200,9.43800,9.09300
39.36115,-122.00889,11.83000,10.72200,10.83300,10.05700,9.78900,8.64300,8.68800,8.79700,9.03100,9.66300,10.58400,10.17900,11.02200,10.50500,10.50200,11.11700,10.41200,9.80900,10.58900
39.35404,-122.04255,11.54500,10.99400,10.72200,10.38100,9.83800,9.04800,8.58100,9.01000,9.09400,9.22300,10.59200,12.03500,11.08300,10.68100,10.65500,11.23900,10.61100,10.44800,10.94400
39.30405,-122.27796,8.67600,9.60400,8.92000,9.10100,9.26000,9.81100,10.10900,10.01200,8.89800,8.90200,9.63400,12.72000,11.67000,12.24100,10.92600,10.94400,10.62100,9.95900,9.06900
39.45438,-121.42672,9.45500,9.67500,10.05100,10.05700,9.79800,9.03900,8.95400,8.91100,8.74400,8.97300,8.84800,9.74300,9.62600,10.06300,11.63800,10.17100,11.15300,10.33800,10.41500
39.44744,-121.46048,9.66800,9.71900,9.93800,10.27800,9.86700,9.04500,8.60900,9.12800,8.39900,9.29200,8.38500,8.72400,9.39500,10.09400,11.15000,10.10400,9.80000,10.12500,9.47700
39.44049,-121.49423,9.78000,10.00900,10.30300,10.70600,10.07300,9.13400,8.82300,9.30400,8.49300,8.97900,8.13100,10.73000,9.24000,9.51100,10.64800,9.73300,9.92300,9.84600,9.44000
39.43353,-121.52798,9.49300,10.19600,10.20700,10.38600,10.35400,9.17100,8.70200,9.43100,8.70600,9.05100,8.63600,10.84900,9.64300,9.26100,10.03800,9.78800,10.15700,9.63600,9.14000
39.42657,-121.56172,8.43700,9.46500,9.55300,10.03100,10.01600,8.95100,8.55600,8.81300,8.38400,9.13600,8.64300,11.28300,9.72400,9.02800,9.70000,8.86700,9.85600,9.49900,8.94000
39.39860,-121.69660,10.16200,9.88000,10.13900,10.19400,9.62400,9.77800,9.32900,9.22100,9.62000,9.74200,9.96100,11.03400,9.83100,9.83700,9.87700,9.60700,10.05200,9.53000,9.34900
39.39159,-121.73031,10.95600,9.75500,10.44000,10.26800,9.77400,10.00000,9.50200,9.35800,9.73400,10.06000,10.80500,10.38400,9.88700,10.10500,10.13600,9.85100,10.49500,9.59900,9.97100
39.38456,-121.76401,11.31900,10.51100,10.44000,10.56800,9.84900,10.19000,9.12800,9.47700,9.89600,9.96900,10.96300,10.31600,10.01200,10.33300,10.01700,10.09400,10.65100,9.54900,9.40500
39.32802,-122.03336,11.49500,10.93100,10.66700,10.21300,9.53000,9.13400,8.85800,9.28900,8.94800,9.34400,10.44600,11.67900,11.22600,10.61200,10.55200,11.07000,10.61800,10.34700,10.56900
39.27805,-122.26869,8.68200,10.59800,8.60800,9.47200,9.17500,9.53400,9.70500,9.79100,8.25800,8.62600,9.73400,12.20500,11.05200,11.65100,10.65300,10.53800,10.09600,9.72800,8.93600
39.42831,-121.41774,9.06400,9.43300,9.63600,9.87600,9.59800,8.80300,8.71500,8.80300,8.68400,8.32900,8.46000,9.32400,9.02000,10.11600,11.36300,9.95400,10.82000,10.36300,9.94000
39.41443,-121.48523,9.44300,9.60700,9.87800,10.32500,9.71500,8.94000,8.64800,9.11300,8.20000,8.65100,7.89300,10.46200,8.92800,9.23800,10.39800,9.47700,9.44800,9.82500,9.16000
39.40747,-121.51897,9.18700,9.89000,10.01300,10.17400,10.22300,9.11500,8.58700,9.20000,8.49300,8.91600,8.01400,10.62600,8.87100,8.99900,10.15600,9.22700,10.00100,9.64300,8.74800
39.40051,-121.55269,8.36200,9.39600,9.47800,9.85000,9.95300,9.06400,8.51800,8.75600,8.25900,9.11300,8.43600,10.90100,8.75200,8.69300,9.93800,9.51200,9.74900,9.56100,8.89800
39.37955,-121.65383,9.55200,10.49300,10.02600,10.20500,9.53800,9.51600,9.08500,9.53100,9.14000,8.88300,9.14500,10.40300,9.51200,9.04700,10.04400,9.04400,9.86800,9.51100,8.75800
39.37255,-121.68754,9.70600,9.53000,10.29500,10.04800,9.71900,9.74100,9.71700,9.39000,9.54200,9.10400,10.04200,10.82100,9.83100,9.44900,10.59500,9.35800,10.10800,9.60500,9.39900
39.35852,-121.75492,11.23800,10.09900,10.25200,10.21200,9.92000,9.78400,9.06400,9.37100,9.59800,9.98100,10.63800,10.28400,10.04900,9.82700,9.99500,9.84000,10.78500,9.61100,9.30500
39.30200,-122.02418,11.44500,10.90600,10.55800,10.15100,9.52200,9.11400,8.91800,9.34700,8.79300,9.36300,10.68400,11.61800,11.26400,10.85200,10.59500,10.83900,10.59300,10.31700,10.06900
39.28777,-122.09142,10.77000,10.15000,10.46600,10.82900,8.89100,8.19100,8.67600,8.56600,8.84000,9.54000,9.69300,12.23300,11.46200,10.84300,10.76500,10.57600,10.60700,10.25400,9.79600
39.28065,-122.12504,10.20900,9.43800,10.85400,10.15900,8.38900,7.95200,8.42600,8.55800,8.60200,8.97000,9.64900,12.10800,11.36200,11.24300,10.41600,10.45800,10.13700,10.09200,9.90200
39.27351,-122.15865,10.36500,8.99900,9.85200,10.54200,9.03900,8.32900,8.33200,9.37100,8.57100,9.10200,9.94200,12.61600,11.36500,11.80500,11.29700,10.95800,10.11500,9.87300,10.06900
39.25204,-122.25943,9.25100,10.14600,9.78500,9.57500,9.16200,9.62200,9.58700,9.78900,8.51200,8.75600,9.48000,9.33700,10.59200,11.42200,10.80100,10.67200,10.37100,9.54100,7.59400
39.24487,-122.29301,9.17900,9.79800,10.03400,9.69300,8.63800,10.02500,10.43000,10.43600,8.91000,9.71300,9.44400,12.42900,11.44200,11.13900,10.55100,10.63500,10.63400,9.86600,8.80300
39.40224,-121.40877,8.87000,8.63300,9.29900,9.72000,9.33600,8.61400,8.80400,8.41000,8.35900,8.49100,8.64500,9.14300,8.70000,9.96600,10.99400,9.86100,10.68900,10.19400,9.51500
39.38141,-121.50996,8.65500,9.35200,9.86000,9.81800,9.97800,8.97800,8.41200,8.85600,8.21500,8.73600,7.61800,10.45700,8.56500,8.70500,10.19400,9.06500,9.65700,9.64900,8.72300
39.37445,-121.54368,8.67300,9.04000,9.40300,9.77500,9.82800,9.05800,8.48200,8.42500,8.28400,8.60200,8.34900,10.73700,8.63100,8.64900,10.02500,9.44000,9.85100,9.58000,8.19000
39.36747,-121.57739,8.91200,9.58000,9.65700,10.05100,10.09200,9.07000,8.62600,8.21300,8.35600,8.60100,8.63600,10.39900,9.57400,8.70900,10.08200,9.04600,9.78700,9.59200,8.64000
39.35350,-121.64478,8.75400,10.61800,10.01400,9.94800,10.03800,9.42300,9.37800,8.57900,8.50200,8.74200,9.11100,10.32800,9.75200,8.81600,9.99400,8.92300,9.86200,9.63000,8.57300
39.33247,-121.74583,10.90100,9.90500,10.06500,10.11500,9.76400,10.01100,9.27900,9.17100,9.34800,9.64400,9.93900,10.65800,10.01800,9.51200,9.58800,9.69000,10.81000,9.68800,9.01200
39.27597,-122.01500,11.33900,10.44700,10.49600,10.03200,9.31500,8.74500,8.93100,9.09100,8.78600,9.36900,10.80300,11.29100,11.38300,10.90800,10.68900,10.66300,11.06700,10.20400,9.82300
39.26887,-122.04862,11.03300,10.45000,10.02400,9.73800,9.03000,8.33600,8.60500,8.69800,8.35700,9.28400,10.39200,11.14800,11.32300,11.01400,10.43400,10.53200,10.89200,9.92300,9.88700
39.26175,-122.08223,10.53900,10.00000,10.44100,10.50000,8.63500,8.04700,8.50100,8.67500,8.77700,9.42100,9.92800,12.30000,11.46700,10.97700,10.69600,10.62600,10.55700,10.19800,10.20900
39.24749,-122.14942,9.84900,8.95500,10.61600,10.40500,8.36400,7.63400,8.04000,8.94000,8.21500,8.72000,9.64200,12.49100,11.23600,11.83400,10.94400,10.98200,10.07200,9.70400,9.56300
39.23320,-122.21660,8.75700,9.39000,9.96400,9.60700,9.47300,8.85900,9.15400,9.72300,7.48900,8.86400,10.01000,11.72200,10.88000,11.62200,10.87000,10.28000,10.12100,10.16700,9.10600
39.22604,-122.25017,9.83200,10.10200,9.80800,9.51600,9.28400,9.68700,9.29900,9.43000,7.80500,8.98500,9.38700,11.82600,10.62100,11.30900,10.58400,10.30700,10.25200,9.72600,8.78000
39.21886,-122.28374,9.10400,9.99800,10.17600,9.70600,9.34700,10.03100,9.96800,10.61200,9.32700,9.81900,9.82500,11.95900,11.32300,11.45900,10.64700,10.17200,10.87700,9.73900,9.19100
39.38309,-121.36608,9.85700,8.52100,8.68900,9.10700,8.85400,8.21200,8.87900,8.21700,7.71000,8.63800,8.81400,8.70500,8.42600,10.26600,10.54400,9.56100,9.28400,10.01500,10.03200
39.37617,-121.39981,8.67000,8.41500,9.15800,9.42600,8.80500,8.34000,8.67100,8.09200,7.36800,8.20400,8.33900,9.76400,8.51900,9.72900,10.67600,9.56100,10.44000,9.93400,9.01900
39.35535,-121.50096,7.94900,8.70600,9.49700,9.40600,9.49500,8.82800,8.31800,8.45000,8.02800,8.09900,7.61800,10.36300,8.70600,9.44400,10.09400,9.20200,9.60900,9.49900,8.22800
39.34142,-121.56836,9.29300,9.35500,9.36400,9.77600,9.87900,8.86500,8.60700,8.18800,8.13700,8.31300,8.82400,10.32700,9.16200,8.58400,10.09600,8.97100,9.72900,9.62400,8.54800
39.32045,-121.66942,10.14000,9.76700,10.16000,9.88600,10.19400,9.18500,9.38900,8.80000,8.74700,8.43400,9.51400,10.08200,9.64500,9.15300,9.98100,9.14800,10.01900,9.25900,8.73700
39.30643,-121.73675,10.27600,10.14900,9.02500,9.87800,9.50100,8.99200,8.52500,8.68300,8.86900,8.73000,9.70900,10.27100,10.03100,9.36800,9.20100,9.55100,10.66600,9.22200,9.76800
39.24995,-122.00583,11.22600,9.92800,10.35600,9.79900,8.98000,8.37000,8.78900,9.08500,8.67700,9.18500,10.63400,10.78200,11.55800,10.74600,10.70200,10.47000,11.01700,10.19800,9.87300
39.24284,-122.03944,10.85100,10.22800,9.51200,9.29400,8.66700,8.18100,8.52800,8.59600,8.38100,9.31500,10.28600,12.28700,11.41500,10.90800,10.62700,10.43800,10.87900,9.86700,10.08700
39.22148,-122.14021,9.22300,8.58100,10.88000,10.34800,7.86400,7.25300,8.35400,9.30200,8.11400,8.48300,9.46700,12.31600,11.25600,11.80500,10.19500,10.55100,10.01500,9.46000,8.92300
39.21434,-122.17379,9.29400,8.37700,10.16800,9.66900,8.14100,7.16800,7.93600,9.19000,7.90600,8.68800,9.14600,11.83500,11.07300,11.71600,10.97000,10.61400,10.27300,9.80400,8.76200
39.20719,-122.20736,9.76200,10.14600,9.19700,9.09500,8.68100,7.29200,7.88100,9.72500,7.50300,9.01600,9.79100,11.56000,10.92300,11.50300,10.71600,10.33900,10.22700,10.16100,9.21800
39.20003,-122.24092,9.48400,10.62700,10.22800,9.53400,9.17100,8.72000,9.15200,9.29300,7.56100,9.37900,10.08600,11.96400,10.80800,11.83700,10.30300,10.39400,10.20200,9.61600,8.82400
39.19286,-122.27448,9.42700,10.36700,10.37600,10.12600,9.45000,10.15400,9.91100,10.48000,9.36400,9.35200,9.68800,12.30400,11.20100,11.58700,10.59100,10.38200,10.87000,10.34500,9.47200
39.36392,-121.32341,8.90100,8.18700,8.53900,8.78300,7.85900,7.56100,8.39600,7.33300,7.51700,8.12000,8.66600,9.47200,9.36800,10.19700,11.44700,10.35700,9.42200,10.45500,10.57100
39.35701,-121.35713,8.83800,8.76500,9.42000,9.32100,8.79300,8.04500,8.70800,7.97200,7.68100,8.62400,8.34500,8.72400,8.61300,10.22200,11.45100,10.42500,10.21100,10.14600,10.22000
39.32928,-121.49197,8.59800,8.76200,9.56000,9.56800,9.52900,8.78400,8.25700,8.50000,8.15300,8.03000,7.90600,10.46600,8.93100,9.34400,9.93100,9.35000,9.67200,9.48600,8.50400
39.31536,-121.55935,9.47200,9.35500,9.28900,9.78000,9.85300,8.95900,8.54500,7.95300,8.25000,8.20100,8.99300,10.21100,9.24300,8.51700,9.67500,9.20800,9.67600,9.72400,8.52100
39.30838,-121.59303,10.05500,10.34300,9.82100,10.11900,9.73100,9.33600,8.82000,7.84100,8.45000,8.51300,9.31800,10.07200,9.55400,8.73500,9.55600,9.52700,10.03700,9.74200,8.53400
39.29440,-121.66037,10.31800,10.62300,9.84000,9.98500,9.51200,9.00400,9.15300,8.53200,8.92000,8.53400,9.26100,9.78200,9.19600,9.04100,9.32500,9.53300,10.07500,9.31500,8.39200
39.27336,-121.76133,9.65800,9.08000,10.16800,10.18200,9.29500,8.73400,8.25100,8.46900,8.97100,8.61100,9.11500,10.28100,9.71200,9.93900,9.13400,10.39000,10.55100,9.06000,9.83000
39.22392,-121.99667,11.15800,9.27800,10.17400,8.17800,8.81700,7.98900,8.61000,9.00200,8.54600,9.88300,10.70400,11.78500,11.66500,10.68300,10.62600,10.65300,10.95400,10.34100,9.98600
39.21682,-122.03026,10.78300,9.53400,9.38700,9.04900,7.99400,7.85200,8.57200,8.55800,8.29900,9.86400,10.10400,12.10600,11.49200,10.80200,10.75800,10.48800,10.73700,9.86100,10.09300
39.20971,-122.06385,10.21400,9.39400,9.05400,8.95400,7.54700,7.44600,8.14000,8.12000,8.39000,9.47800,11.10200,12.83300,11.36700,10.85800,10.52100,10.70100,10.52000,9.97900,10.48400
39.20259,-122.09743,9.72600,8.67500,9.88500,10.07900,7.51800,7.50300,8.62400,8.70200,8.12700,8.68400,10.97700,12.60300,11.29800,11.18600,10.68400,10.66400,10.07000,9.58600,10.31400
39.19546,-122.13100,9.73900,8.16900,9.86800,9.54200,8.03600,7.30900,8.34200,8.87700,8.11700,8.18900,10.88400,12.14700,11.11500,11.69300,10.23200,10.62600,10.04700,9.51600,8.90400
39.18833,-122.16457,9.30800,8.05000,10.62000,10.60800,8.10300,7.30700,8.12900,8.95500,8.03000,8.56900,8.73400,11.72200,10.99000,11.71600,11.01600,10.50800,10.20400,9.84800,8.85600
39.18118,-122.19813,9.70700,10.13900,9.85200,9.39900,8.29100,7.62800,8.37500,9.32500,7.95300,9.05500,9.37200,11.62200,10.92300,11.89900,10.74700,10.41400,10.15900,10.05100,9.24900
39.17402,-122.23168,9.69600,10.99800,9.73900,9.28700,8.19500,7.59700,8.73900,9.37000,8.60000,9.20900,9.29800,12.09700,11.11800,12.04700,10.55700,10.37600,10.76500,9.63900,8.94900
39.16685,-122.26523,9.58600,10.66000,10.36400,9.42600,9.15800,9.69600,9.41800,10.45600,9.52300,9.60000,9.77300,12.49100,11.00700,11.71300,10.86900,10.72600,10.86400,10.22000,9.36600
39.34474,-121.28076,8.61600,8.93700,9.25800,8.87600,7.68600,7.55700,7.58500,7.63900,7.86300,7.71100,7.40200,9.33500,10.85000,10.47200,11.36200,9.73600,9.11800,10.66100,9.75600
39.33785,-121.31448,9.18700,8.37800,9.79200,8.82600,8.06500,7.51200,8.20900,7.19700,7.82200,7.80400,8.01300,8.51400,9.39400,9.93500,11.06900,9.79400,9.22400,10.54700,9.64000
39.30322,-121.48299,8.74300,9.28100,10.06400,9.79600,9.60900,8.85300,8.63300,8.78100,8.53700,8.65500,8.33200,10.59100,8.93700,9.49900,10.11100,9.48100,9.62900,9.54200,8.79100
39.29626,-121.51667,8.80200,8.85200,9.58500,9.43600,9.74000,8.97800,8.55100,8.17500,8.36500,8.39200,8.82500,10.29300,9.22500,9.70700,9.87400,9.12400,9.97400,9.71100,8.59800
39.28232,-121.58401,10.15500,10.42400,9.67900,9.94300,9.63700,8.87500,8.34100,7.77800,8.78400,8.50700,9.09900,10.51400,8.81600,8.91600,9.51900,9.67700,10.09300,9.74400,8.60200
39.26835,-121.65133,10.37200,10.70100,9.55200,9.88700,8.95800,8.82300,9.08500,8.41900,9.32600,8.43300,9.04500,9.72100,9.26500,9.18100,9.10000,9.38800,10.20600,9.37200,7.93700
39.24731,-121.75225,10.52000,9.83600,9.97100,9.80500,9.03900,8.72200,8.73400,8.69800,9.05800,8.77900,8.86600,9.86000,9.89000,9.31200,9.54000,11.05900,10.46700,9.87400,8.49500
39.19789,-121.98751,11.08300,8.82400,9.42400,7.68700,8.43600,7.67700,8.14800,8.43700,8.80800,9.37100,10.39900,11.77900,11.66500,10.72100,10.63200,10.82800,10.88600,10.21300,10.18600
39.19080,-122.02110,10.58300,8.78400,9.26200,7.99100,7.47900,7.32400,8.36700,8.39600,8.28000,8.56500,11.05200,12.19600,11.44200,10.62700,10.72700,10.58400,10.78700,10.38500,9.96900
39.18369,-122.05467,9.84500,8.98400,8.91800,8.49900,7.39700,7.13300,8.03500,8.22300,8.28400,9.45200,10.93400,12.67800,11.31700,10.62700,10.60800,10.76300,10.52000,10.46600,10.24600
39.16231,-122.15536,9.17700,7.84400,10.27000,9.69300,9.00400,7.80100,7.98700,8.94500,8.25500,7.92000,10.12100,11.82800,11.10900,11.86800,11.23400,10.55800,9.92700,9.99200,9.07400
39.15517,-122.18890,9.57600,10.01400,9.90700,9.87900,8.95500,7.50400,8.43700,8.81700,8.43600,8.11900,9.20500,11.94200,11.16400,11.84300,10.78400,10.41400,10.32700,9.82600,9.08600
39.14801,-122.22245,9.86400,10.96000,9.63200,9.61700,8.08900,8.12800,8.23100,8.55200,8.60300,8.89200,9.06100,12.07200,11.13600,12.05000,10.73200,10.35800,11.05900,9.70100,8.84200
