LATITUDE, LONGITUDE,F00,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18
39.80797,-122.27682,10.59100,10.37700,10.23600,9.97400,9.61800,9.85000,9.96300,9.97700,9.95900,11.41200,10.77500,12.46400,12.52500,11.59900,11.80400,11.06500,11.44200,11.67500,11.72200
39.99964,-121.21536,9.43600,10.46700,11.42200,10.16300,12.33100,12.27700,11.72000,10.86700,10.80700,12.55500,11.39100,11.36400,12.68700,13.58600,13.00600,12.88900,12.96400,12.84400,13.64000
39.99277,-121.24940,11.23200,12.54900,14.35400,13.14300,14.75200,13.50400,12.93300,13.42500,12.86400,13.31300,13.44800,14.41600,15.64500,16.09100,16.04500,15.26500,14.65300,15.13200,15.24900
39.98588,-121.28343,10.98300,11.72200,12.79800,11.66100,13.13300,11.65200,11.61300,11.60400,11.77600,11.49600,11.26700,12.88900,13.69800,13.68900,15.58200,13.51900,13.42500,12.68900,13.43100
39.88142,-121.79313,10.99200,11.92100,12.68600,11.30700,11.14100,10.58300,10.68800,11.25600,10.24000,11.34100,11.59500,12.19100,12.47300,12.70000,12.47500,12.50600,12.18200,12.08100,11.20100
39.87438,-121.82706,11.13400,11.98400,12.93000,11.56400,11.38300,10.99300,11.06200,11.08600,10.54600,11.92200,11.20100,12.08500,12.33500,13.19100,12.68200,12.30800,12.20100,12.06200,11.16900
39.86733,-121.86098,11.27500,12.19700,13.13600,11.99500,11.65900,11.23700,11.32400,11.00100,10.82800,12.27300,10.67700,11.83700,12.62900,13.03500,13.16200,12.48800,12.16600,11.02300,10.78800
39.81770,-122.09823,11.42600,12.42700,12.41800,12.36600,12.24000,10.63000,10.39100,10.94600,10.99000,11.39400,10.83800,12.00600,12.38200,12.39900,12.23100,11.78800,11.80900,11.10700,11.53000
39.80344,-122.16595,11.37600,11.65100,11.88000,11.61000,11.52600,10.75500,10.45900,10.71200,10.97700,10.93900,11.28400,12.19700,12.62600,12.85200,11.85800,11.02800,11.59800,10.92000,11.87400
39.79629,-122.19980,10.81300,11.56400,11.66100,11.03800,10.97000,10.70100,9.64900,10.52700,10.74700,11.05500,10.91600,12.15100,12.48700,12.38500,11.86900,12.06000,11.65900,10.99000,11.92200
39.78197,-122.26748,10.68900,10.71100,10.01700,9.86500,9.86800,10.11900,9.16300,9.85500,9.98000,11.15000,10.61900,12.53900,12.30900,11.52900,11.58500,11.32500,11.23800,11.64800,10.62500
39.95981,-121.27444,9.60800,12.81300,12.32300,10.74200,11.56500,10.43800,10.24000,11.58800,10.39800,9.78200,9.39100,11.90800,13.28800,15.07600,15.56900,14.92900,12.48300,12.35400,12.22900
39.95291,-121.30846,12.14000,12.95500,12.66500,12.77700,13.52000,12.75700,11.66900,13.78500,11.95100,12.12500,13.72800,14.70700,14.38600,14.63800,15.47500,14.48000,14.01000,13.07300,12.91100
39.89741,-121.58034,10.43600,11.14700,10.73400,10.32700,10.36400,9.84100,10.52900,11.77600,10.92800,10.78800,11.61700,12.69200,13.06800,13.64100,13.80600,12.33400,11.99600,11.51500,11.70900
39.89043,-121.61429,10.47900,10.05900,11.00500,10.81500,10.01600,9.27500,9.86000,10.23600,11.13300,10.96800,11.71000,10.36800,12.39100,11.92400,14.03700,12.57100,12.12700,11.14700,10.84300
39.84834,-121.81788,10.72100,11.78400,12.82600,11.41000,11.39500,10.76800,10.86800,10.73600,10.45300,11.48500,10.43200,11.56100,11.91400,11.98700,12.00100,11.95700,11.77600,11.40300,10.55700
39.84129,-121.85179,10.99000,11.83000,12.87400,11.61400,11.42800,10.93900,10.86200,10.63200,10.51500,11.74600,10.28300,11.72400,11.88200,12.43400,12.44400,12.15700,11.76600,10.13600,10.25700
39.79880,-122.05510,11.27600,11.86000,12.39600,11.82800,10.61600,9.98000,9.78300,10.52000,10.72800,11.08500,11.15700,11.68100,12.36100,12.33900,12.11300,11.90000,11.87100,10.50100,10.98600
39.79169,-122.08896,11.48700,12.55200,12.42800,12.48500,10.95900,10.34900,9.89200,10.99600,10.92800,11.15000,10.73700,11.91500,12.26800,12.20300,12.28500,12.01900,11.80300,10.73800,11.22400
39.78456,-122.12281,11.37500,12.39400,12.12800,12.28500,12.10100,10.46800,9.96400,10.72400,10.58800,10.90800,10.87600,12.18700,12.39500,12.46500,12.12000,12.60800,11.41400,11.00700,11.46100
39.77743,-122.15666,11.35100,12.64200,11.95500,11.89100,11.80500,10.51800,10.03300,10.69300,10.91500,10.53300,10.58800,12.02400,12.36700,12.31800,11.90000,12.41300,11.36000,10.88900,11.58000
39.77028,-122.19050,10.77800,12.11100,11.66100,11.13200,11.07000,10.44300,9.79900,10.56200,10.68400,10.41700,10.51300,11.87300,12.33600,12.28500,11.85400,11.97300,11.42800,10.91700,11.59900
39.75597,-122.25816,10.73300,10.39800,10.15200,10.00200,10.10500,10.05500,9.36300,10.22300,10.10300,10.67500,10.44100,11.86100,12.25400,11.51200,11.34100,10.72100,11.50500,11.62300,10.22300
39.92684,-121.29946,10.82200,11.23100,13.02900,12.14000,12.43200,11.95900,11.19100,12.39500,11.54500,11.25600,14.48900,15.01200,14.66100,15.40600,15.30000,14.23100,12.17200,11.66500,11.92000
39.91994,-121.33346,11.89700,11.83100,11.85200,11.80600,12.52600,12.60500,12.77100,12.77900,13.38600,13.44300,13.69600,15.32300,15.57800,14.63800,14.42300,13.60600,12.68900,11.76000,11.57000
39.91303,-121.36745,11.10000,12.55600,11.63600,11.97900,11.48500,11.83100,11.45500,11.71100,12.56700,12.24300,12.31400,14.86300,14.67500,13.91000,12.95700,10.94900,10.65100,10.17600,10.45700
39.86438,-121.60519,10.74500,11.17500,10.69400,10.39000,9.69400,9.38600,9.75300,10.48300,10.60100,10.73700,11.17900,10.66400,11.97500,12.65600,13.13100,12.11500,11.95800,11.10800,10.52900
39.85739,-121.63913,9.18000,9.52500,9.48900,9.22400,8.74000,8.33400,9.07300,9.37300,9.14000,8.63400,8.24600,9.75300,9.79300,9.96800,11.13700,10.48900,10.47900,10.05000,9.45000
39.81526,-121.84261,10.78400,11.61100,12.45700,11.27600,11.27000,10.69500,10.70700,10.25100,10.14600,11.26400,10.00800,11.48600,11.74000,11.88700,11.78800,11.84400,11.83200,10.64800,9.87600
39.80114,-121.91038,11.04400,11.56900,12.34000,11.34900,10.87800,10.38800,10.30800,9.83600,10.04000,10.99200,11.11400,11.68600,11.55600,11.74700,12.34500,11.98100,10.30800,10.44100,10.00100
39.77278,-122.04585,11.31900,12.05200,12.44600,11.65900,10.34500,9.85900,9.83900,10.59500,10.37200,10.87300,11.80700,11.80900,12.79300,12.30300,12.23100,12.06900,11.68300,10.89000,10.73600
39.76567,-122.07969,11.34400,12.72700,12.49300,12.61000,10.67600,9.93600,9.82900,10.98900,10.74700,10.88300,11.26400,12.03400,12.43700,12.21500,12.29100,12.07500,11.73900,10.68300,10.91100
39.75855,-122.11354,11.15600,12.45000,12.24700,12.36800,11.89000,10.09900,9.68600,11.06400,10.45600,10.52300,11.16400,12.03700,12.47300,12.16800,12.13800,12.55800,11.72800,10.75700,11.14900
39.74427,-122.18120,10.62800,11.66100,11.50500,11.17300,11.16400,10.08100,9.72700,10.50100,10.56500,10.23900,10.26300,12.09100,12.34300,11.99400,11.82600,11.92900,11.12700,10.94200,11.31800
39.72996,-122.24884,10.60900,10.29000,10.01400,10.06500,10.26200,9.86800,9.54800,9.96100,9.97800,10.60400,10.22200,11.65400,12.29700,11.58700,11.24600,10.99800,11.20100,11.59800,11.30500
39.72279,-122.28264,10.40200,10.31500,9.93900,9.27200,9.92200,9.74100,9.45500,10.82800,9.84000,10.34400,10.77200,11.27400,12.46200,11.65900,11.38800,10.91000,11.17700,11.24800,11.09300
39.88696,-121.35843,10.13800,11.66300,10.96400,10.54700,11.05900,9.88100,9.38000,10.43800,10.64800,9.50600,9.96300,12.15900,12.67800,12.64000,12.62500,11.84800,11.02000,9.43000,9.73100
39.88004,-121.39241,11.09000,11.26900,10.51500,10.61900,10.33900,9.96600,10.27600,11.64400,11.52400,10.35400,11.27600,14.42000,12.89200,12.69600,12.57600,12.41700,11.25100,10.54700,10.99400
39.83134,-121.63002,11.35500,10.62500,10.48200,10.19600,9.69900,9.14600,9.69500,9.27600,9.58600,9.25000,10.06900,10.44400,10.50300,11.21800,11.69800,11.05000,11.16100,10.50600,10.89500
39.80330,-121.76566,10.12400,11.45000,11.92600,11.13500,10.76100,10.38200,10.35100,10.24900,10.23100,10.70400,9.57700,10.51900,11.24600,11.57100,11.53100,11.86000,12.13900,10.85300,9.62600
39.79627,-121.79955,10.18400,11.37700,12.16900,11.27200,11.16100,10.27600,10.64800,10.23000,10.48100,11.08500,9.86800,10.45000,11.31500,11.58200,11.22500,11.47100,11.57100,10.71000,9.82600
39.78923,-121.83343,10.34600,11.37400,11.74400,10.97200,10.98900,9.86400,10.36000,9.87800,10.00900,10.88900,9.61500,11.37400,11.19000,11.14900,11.22600,11.48200,11.41400,10.21000,9.38800
39.78217,-121.86731,10.52100,10.94900,11.75000,10.89400,10.66800,10.31300,10.19000,9.69100,9.94600,10.57100,10.52300,11.42400,10.92100,10.91200,11.52600,11.24400,11.15800,9.93600,9.01900
39.77511,-121.90118,10.87800,11.86100,12.14600,11.08600,10.74600,10.24400,10.12100,9.67800,9.90200,10.84200,10.88000,11.19600,10.79200,11.29700,11.89500,11.50600,11.00600,10.09900,9.55100
39.76804,-121.93505,10.57200,12.04400,12.36500,11.30500,10.88400,10.34400,9.96400,9.67700,10.04000,10.82500,11.47300,11.47400,11.21000,11.46000,12.25100,11.82500,10.68300,10.27400,10.20000
39.76096,-121.96890,10.95900,11.73700,12.28300,11.23600,10.69600,10.19400,9.92800,9.68500,9.73800,11.02900,11.49500,11.69000,12.15600,12.09300,12.16900,11.39400,11.03300,10.36800,10.48100
39.75387,-122.00276,11.00600,11.36900,12.14600,11.14900,10.18000,10.04000,9.93000,10.10100,9.91900,10.61200,11.93600,12.41700,11.98100,12.16800,10.91200,11.74400,11.30800,10.87300,10.58100
39.71827,-122.17191,10.65300,11.30500,11.23000,11.21900,11.28700,9.98800,9.57100,10.20100,10.48400,10.43900,11.27100,12.24000,12.39300,11.96600,11.49200,11.85700,11.22700,10.79800,11.14300
39.71112,-122.20572,10.56600,10.74900,10.47700,10.95200,10.76400,9.77400,9.46200,10.29900,10.33900,10.15800,9.97300,12.65800,12.30700,11.50500,11.33100,11.71000,11.01700,11.28900,11.20500
39.69679,-122.27332,10.31600,10.32100,9.95200,9.78900,10.27200,9.73100,9.34600,10.47800,9.84300,10.29500,10.72100,10.87400,12.41900,11.84100,11.42100,11.07500,11.21900,11.37300,11.00500
39.85397,-121.38339,9.44000,9.93800,8.65700,9.60000,9.69500,9.16900,8.37600,10.25700,9.96800,9.01300,10.95900,11.53800,11.93600,12.23400,12.48000,12.08200,10.30300,9.93000,9.63800
39.84705,-121.41734,9.69400,10.48100,9.46400,9.85400,9.25100,8.75000,9.18400,10.38200,9.44400,9.36100,9.97600,13.86300,12.67000,12.65700,11.66200,11.07300,10.76600,10.02800,9.87400
39.80529,-121.62092,11.44200,11.00600,10.41300,9.96800,9.60200,8.90900,9.43400,9.87000,9.93000,10.64300,10.30400,10.90500,11.01600,11.74400,11.81700,11.05300,12.02700,10.70600,11.17000
39.79830,-121.65483,10.14600,9.86200,8.72200,9.07700,8.62800,7.58900,7.93100,8.63100,8.01500,8.17700,8.58600,8.47600,9.05300,8.62400,10.59400,9.34100,9.17300,9.13900,10.06300
39.77726,-121.75651,12.11500,11.64400,11.81300,10.99100,10.93600,10.48200,10.43800,10.11800,9.83100,10.53500,9.91200,10.52500,11.12000,11.54300,11.34400,11.67300,11.83900,10.64700,9.28500
39.77023,-121.79039,9.94000,10.97100,11.46900,10.75300,11.04300,9.75100,10.36900,9.92800,10.16200,10.43500,9.49600,11.68800,10.89000,10.36600,10.90600,11.08900,11.18300,10.27300,9.35100
39.76319,-121.82426,10.09000,10.55300,11.06800,10.57500,10.65800,9.22000,10.19000,9.65300,9.98400,10.29100,9.35200,10.33200,10.78400,10.46600,10.81300,11.08900,10.92100,9.62300,8.91300
39.75614,-121.85813,10.44400,10.98600,11.56200,10.69700,10.53600,10.11900,10.00800,9.46000,9.87100,10.32700,10.37300,11.38200,10.60300,10.75300,11.20100,10.45400,10.91500,9.78000,8.94000
39.74908,-121.89199,10.98800,11.99900,11.80600,11.08600,10.67800,10.16900,9.94000,9.50300,9.89000,10.72900,10.68600,11.07300,10.54200,10.74100,11.63800,10.92700,10.84000,9.82600,9.34600
39.67079,-122.26400,10.20800,10.22100,9.76400,9.77700,10.29300,9.63100,9.29500,9.17400,9.70800,10.08800,10.39600,11.70600,12.06800,11.89700,11.38300,11.31300,11.03500,11.11700,10.74700
39.82098,-121.40832,8.65300,9.63800,8.85100,9.62800,9.37600,9.02400,8.53800,9.29700,8.77700,9.43000,10.64800,11.54600,10.93700,12.84000,12.39400,11.63100,10.14300,9.04300,9.19500
39.81405,-121.44225,9.77800,10.56200,8.75200,9.23100,8.68300,8.77500,9.14600,9.41400,8.92300,9.85400,10.38700,13.12700,13.33200,12.30900,11.32500,10.59200,9.65300,9.90600,9.01200
39.80710,-121.47618,11.05100,11.04700,11.02000,10.29800,9.24000,8.83200,9.47700,10.87000,10.91500,11.30200,12.53700,13.01200,13.92600,11.92800,12.09400,11.29200,10.42900,10.64100,10.59900
39.78622,-121.57793,10.77000,11.01900,11.34500,9.89800,9.28900,8.92300,9.32100,10.65100,11.34000,11.57200,10.97800,10.08400,11.28900,11.73800,11.69400,12.41800,10.67700,11.18600,10.31600
39.77924,-121.61183,12.10800,11.32500,11.08900,9.85700,9.44700,9.33200,9.23900,10.13600,10.04400,10.58700,10.32700,10.66000,11.52800,11.51800,12.80800,10.88300,11.71500,10.74100,10.30800
39.76525,-121.67961,9.17100,9.21900,9.50300,9.33000,9.61700,9.16600,8.51600,8.67100,8.20900,8.98300,8.62800,9.32300,9.95600,9.65300,10.53600,9.97100,10.80400,9.60700,10.73800
39.74419,-121.78124,9.90600,10.85200,11.18800,10.53400,10.98000,9.57600,10.22000,9.82200,10.04600,9.91600,9.42100,11.45700,10.76500,10.72600,10.83100,10.83900,10.87100,9.95400,9.02000
39.73011,-121.84896,10.43800,11.13000,11.56200,10.64100,10.47400,9.76500,9.89000,9.35300,9.90700,10.25800,10.29800,11.62600,10.41200,9.63400,11.07600,10.85800,10.84600,9.74900,8.55500
39.71598,-121.91665,11.60600,12.30500,12.21500,11.33600,10.62100,10.08200,9.88000,9.38200,9.51900,10.75400,10.91100,11.43500,10.96700,11.62800,11.80000,10.98800,10.90600,9.80100,9.79500
39.64479,-122.25469,9.97700,10.11500,9.61400,10.01600,10.36800,9.31700,9.29900,9.21000,9.40500,9.70600,10.06600,12.26000,11.95100,11.87400,11.68100,11.07700,11.00100,10.86300,10.67200
39.63761,-122.28846,9.19600,9.65900,9.05100,9.92200,9.91200,9.38500,9.06400,10.11800,8.82400,9.61900,9.74600,10.68300,12.15600,11.84700,11.82500,10.80400,11.11500,10.90900,10.37800
39.78104,-121.46714,10.99900,10.43800,9.98500,9.60600,9.02100,8.73700,9.60900,10.86200,11.20600,12.18000,13.00400,15.27100,13.46400,12.60900,12.07500,11.30300,9.99700,10.25000,10.31300
39.75319,-121.60274,12.10200,11.72800,11.32100,9.95100,9.48000,9.42500,9.15100,11.14500,11.71700,11.34300,11.23300,10.24600,11.62300,11.21800,11.68300,10.52000,11.54500,11.15700,12.09000
39.74620,-121.63663,12.24400,12.73800,12.02800,10.49800,9.91100,9.81100,9.69700,11.00200,10.58400,11.32700,11.44000,11.12900,11.33900,11.64300,12.11300,10.99600,12.36400,10.87900,11.73200
39.73920,-121.67051,11.64000,13.01200,11.03800,10.37200,10.67400,10.01300,9.75700,10.07500,9.25200,9.98900,8.94400,10.23600,10.74500,11.28400,11.08600,10.98800,12.04500,10.13800,9.64900
39.73220,-121.70438,10.22200,9.58000,10.16300,9.41600,10.34800,9.81300,9.44400,9.43600,9.10900,9.46600,8.45200,9.70000,10.24100,9.95000,10.30400,10.20200,10.05200,9.80400,10.81600
39.72518,-121.73824,9.48400,10.37400,10.56300,10.01800,10.60400,10.14400,9.88200,9.55300,9.63400,9.59100,9.00100,11.01300,10.60900,10.08500,10.69800,10.39800,10.65800,10.02800,9.05100
39.71815,-121.77210,9.86900,10.94200,10.86800,10.31800,10.90400,9.40100,10.24600,9.66600,10.09500,9.62200,9.29000,11.81900,10.73400,10.08800,10.70000,10.58300,10.98500,9.85300,9.06500
39.71112,-121.80595,10.10000,10.45500,11.16800,10.51800,10.47300,9.20700,10.06300,9.37800,9.92600,9.53900,9.48200,11.96300,10.44600,10.32800,10.65100,10.60200,10.70300,9.60500,8.66700
39.70407,-121.83979,10.53100,11.32400,11.67500,10.81600,10.47400,9.02600,9.94600,9.19100,9.86300,10.23300,10.00300,11.82600,10.50600,10.52800,11.00100,10.69600,10.96500,9.81100,8.62300
39.69702,-121.87363,11.12500,12.21800,11.97500,10.84100,10.46700,9.97500,9.87700,9.11600,9.30000,10.61000,9.81400,11.12800,10.79900,11.17200,11.36900,10.81400,10.94000,9.59900,8.70500
39.68995,-121.90746,11.65000,12.45500,12.15200,11.31800,10.37100,9.83800,9.75000,9.26400,9.34400,10.62300,10.57000,11.57200,10.91000,11.39100,11.60600,10.80000,10.85200,9.58900,9.63400
39.61161,-122.27914,9.35800,9.92100,9.46800,9.81000,10.15500,9.10300,9.50200,9.33000,8.99100,9.73100,9.86500,11.45300,11.97600,11.96600,12.08700,10.83200,10.85300,10.74700,10.33600
39.75498,-121.45811,8.83200,9.92200,8.46400,8.91800,8.15500,8.40800,9.54300,9.33400,9.60800,10.10000,11.25200,11.64700,10.59600,10.47200,11.11200,9.64000,9.62600,10.00400,9.21300
39.74803,-121.49201,10.03200,10.85900,8.86000,9.48700,8.43900,8.72100,9.40600,10.48000,10.68200,10.46100,10.32700,11.58700,13.19800,11.44000,11.71100,10.51100,10.92900,9.73900,10.37600
39.72015,-121.62754,12.47500,12.31300,11.97800,10.40500,9.47800,8.97400,8.74800,10.46700,10.36700,10.94700,11.47600,9.95900,10.43400,10.22400,10.91900,10.13400,11.10200,10.17300,10.59500
39.71316,-121.66140,12.52500,13.11900,12.34100,10.95000,10.17300,9.83800,9.51700,10.54500,9.64300,11.02900,10.28800,9.93600,10.72000,11.18700,11.33500,10.39400,11.46400,9.93800,11.35900
39.70615,-121.69526,11.24500,13.05600,10.30300,9.63200,10.09800,9.97900,9.63900,9.56100,9.54900,10.03900,9.76900,9.86300,10.49100,10.17800,10.25400,9.79000,10.24100,9.87500,9.23900
39.69914,-121.72911,9.90300,10.24800,10.27600,9.88400,10.26700,10.04100,9.76600,9.39700,9.72600,9.51000,8.79500,11.48200,10.36500,9.91900,10.18700,10.31500,10.36400,10.09600,9.05200
39.69211,-121.76296,9.75000,10.92300,10.73700,10.23400,10.60400,10.19400,9.96500,9.44100,9.98800,9.47200,9.93000,12.16300,10.32800,10.00300,10.38100,10.56000,10.79700,10.02700,8.86000
39.68508,-121.79680,10.15600,10.67400,11.34300,10.63700,10.60900,9.66400,9.96500,9.27200,9.94500,9.70200,9.59500,12.10700,10.22100,9.86600,10.58100,10.42700,10.90100,9.75400,9.14100
39.58561,-122.26983,9.35200,9.90200,9.49500,10.02200,9.92800,9.12200,9.73900,9.49200,9.16100,9.68800,10.49700,11.71300,12.06800,11.95600,12.23800,11.27000,10.73400,10.66100,10.22400
39.72197,-121.48297,8.86700,9.19400,8.33300,9.43700,8.39500,8.19200,8.86100,8.91800,8.68900,10.37100,9.69000,10.73800,10.15500,10.15700,11.41800,9.69600,10.62300,9.39500,9.78900
39.71502,-121.51685,10.78100,10.75000,9.71000,9.05500,8.51000,8.05400,8.43400,9.58100,10.75300,10.83000,11.11700,11.62700,10.31400,10.86100,12.08100,11.18800,11.37400,9.80100,9.60400
39.70108,-121.58459,11.31400,12.08700,11.60200,9.87400,8.92300,8.17000,8.49100,9.24400,8.98200,9.73400,10.75400,9.73600,9.67500,9.56700,10.93200,9.99300,10.73700,9.96900,9.65400
39.69410,-121.61845,11.07800,12.17200,11.89700,10.09900,8.67300,8.74600,8.03200,9.19400,8.72100,9.72800,8.98200,8.86700,9.64300,9.33400,10.54400,9.38200,10.37700,9.78200,9.85800
39.68711,-121.65231,12.52500,12.48000,11.91300,10.02000,8.78600,9.18500,8.62600,9.39900,8.80800,9.36900,9.38200,9.27300,9.99300,9.69900,9.87200,9.61200,10.67700,9.78800,10.12800
39.67309,-121.71999,9.02200,9.08400,9.96900,9.75900,9.91100,9.74100,9.31900,9.22800,9.44300,9.46600,9.51700,9.61500,10.03100,9.91100,9.79200,9.95200,10.05800,9.88100,10.27800
39.66607,-121.75383,9.39400,9.63600,10.50000,9.99100,10.47400,9.97900,9.11800,9.21600,9.70000,9.42900,9.59800,11.75300,10.09700,9.96200,9.95600,10.24000,10.28500,9.80200,10.08300
39.65904,-121.78766,9.93100,10.48000,10.30100,10.46200,10.54600,9.70100,9.35500,9.04400,9.71800,9.77100,9.73000,11.88400,9.99000,10.14300,10.43700,10.23300,10.52100,9.64800,9.13500
39.55961,-122.26053,9.39000,9.91000,9.57700,10.10300,9.95000,9.18500,9.86400,9.54800,9.44000,9.62600,10.37800,11.56700,12.17900,12.10600,10.96400,11.29500,10.75200,10.48000,10.13600
39.55243,-122.29425,9.13800,9.45100,9.47000,9.65500,9.92000,8.79700,10.05200,9.50500,8.86100,9.62400,10.44100,12.16800,12.37000,11.86300,10.88200,12.00500,11.09600,10.53000,9.91500
39.69591,-121.47394,8.76900,8.98800,8.04800,8.85500,7.59500,7.10600,7.42700,7.99700,8.35800,8.68300,9.88900,9.93500,8.81200,9.51800,10.78700,9.31900,9.67600,8.51900,9.37500
39.68896,-121.50781,9.93200,9.85300,8.72300,8.09300,7.62000,7.19700,7.29500,8.32500,8.46400,9.58600,9.57100,9.94400,9.03500,9.81800,10.16100,9.37000,10.25500,8.93600,9.68100
39.68200,-121.54167,10.59400,10.24400,9.26400,9.05800,7.72900,7.47700,7.54600,8.13000,8.19600,9.41000,8.37000,10.07200,9.35100,10.35000,11.28700,9.47900,10.28300,9.72200,10.05700
39.67503,-121.57553,10.64000,11.30000,10.22700,9.59200,8.70400,7.92900,8.06100,8.86100,8.30200,7.63700,7.87500,8.24300,9.21800,9.59700,10.92400,9.91900,11.20800,10.38200,10.31000
39.66106,-121.64322,9.43800,11.40000,9.87200,8.34700,8.33000,8.72300,8.39700,9.14900,8.10700,8.42400,8.43900,8.88300,9.58100,9.39400,9.69200,9.05500,10.31200,9.31300,9.17000
39.64705,-121.71088,8.54300,9.30900,10.08200,9.55700,10.12400,9.44800,8.96300,9.12200,9.06200,9.43300,9.20500,11.98000,10.05900,9.79900,9.69800,9.61400,9.65200,9.40000,9.77000
39.64003,-121.74470,8.82400,9.59300,10.33700,9.73900,10.55700,9.79800,9.12600,9.09700,9.38100,9.67000,9.36400,10.96700,10.09700,9.74900,9.90500,9.94600,10.12600,9.81500,9.92200
39.63300,-121.77852,9.01800,10.50500,10.41900,10.26600,10.49000,9.83800,9.28100,8.91900,9.51800,9.86800,9.68000,11.29200,9.94100,9.91800,10.15000,10.05000,10.39600,9.54000,9.89100
39.53360,-122.25123,9.14300,9.98300,9.82000,10.18200,9.98300,9.29600,9.68900,9.54400,8.76700,10.08600,10.24000,11.66200,11.77900,12.19300,11.13900,10.73200,10.91400,10.58400,10.11100
39.52643,-122.28495,9.03600,9.56400,9.41400,9.91600,9.63500,9.34000,9.75200,9.33100,8.74200,10.05400,10.47400,12.07700,11.51200,12.24300,11.02100,11.32400,11.03200,10.40100,10.08600
39.66290,-121.49877,6.85600,6.95700,6.58600,7.99900,6.74500,6.87300,7.12800,6.92300,7.10200,7.04500,7.53600,8.99000,8.05300,9.01900,9.64400,9.33800,9.97000,9.14000,8.93100
39.64897,-121.56647,9.16500,8.99400,9.33000,10.57700,8.97900,8.32300,8.21500,8.88600,8.38800,8.52100,8.29300,8.86400,10.54000,9.99600,10.48600,9.62300,11.76600,9.56900,10.50800
39.64199,-121.60030,9.07100,9.00000,8.59200,10.13400,8.99900,8.45400,8.29100,9.23000,8.06200,8.62100,8.18000,8.35500,9.08100,9.02100,10.15500,9.21800,11.09700,9.11900,9.53900
39.63501,-121.63414,8.65900,8.74000,9.32200,9.25300,9.05500,8.72300,8.49700,9.18600,8.30900,8.47900,8.31400,10.12800,9.48400,9.29600,9.89800,8.84000,10.40500,9.26900,8.77600
39.62801,-121.66796,8.35900,9.45900,9.80300,9.69000,9.72400,9.06000,8.81400,9.07800,8.32100,8.78300,8.79200,11.59300,9.77300,9.70500,9.23000,9.93500,10.23100,9.25600,8.90700
39.62100,-121.70178,8.32700,9.56500,9.98800,9.80900,10.41100,9.41600,8.84900,9.07200,8.70000,9.25100,9.18000,12.60500,10.17900,10.22800,9.85500,9.29000,9.66600,9.07500,9.33900
39.60696,-121.76939,8.95900,10.76800,10.45600,9.78100,10.55900,9.91600,9.36900,9.29300,9.00900,9.69900,9.67400,10.99800,9.99700,9.78100,10.17300,9.70300,10.27100,9.80200,9.29500
39.50043,-122.27564,9.21300,9.87000,9.77000,10.10300,9.31000,9.46500,9.73900,9.46100,8.92300,10.05100,10.09600,11.91500,11.11800,11.93200,11.35800,11.02600,10.80700,10.38300,9.91700
39.62988,-121.52358,8.48500,8.64300,9.26700,10.01700,9.09200,8.52700,8.65800,9.32500,8.39000,9.97100,9.52100,9.62400,10.45000,11.06700,12.05000,10.03900,10.99500,9.90700,9.72000
39.61594,-121.59124,10.33600,10.44600,10.95900,11.57500,10.58600,9.24100,9.74700,10.01000,9.98000,9.97400,9.43600,10.43800,10.80000,10.42800,11.00700,9.75300,11.65600,9.82400,10.95100
39.60895,-121.62506,9.42400,10.70200,10.98400,10.84000,10.61100,9.28900,9.19100,9.56900,9.33600,9.26100,9.00800,10.24200,10.05900,10.01600,10.09800,9.20500,11.05400,9.48600,9.13200
39.60196,-121.65887,9.03500,10.36500,10.46300,10.68400,10.65500,9.32600,9.35200,9.46000,8.63100,9.07300,8.55100,11.70500,9.81200,9.97100,9.96700,10.55400,10.07300,9.32400,8.54100
39.59496,-121.69268,8.81400,9.72100,9.87600,10.05300,10.64900,9.42900,9.47100,9.51100,8.80600,9.16800,8.62000,10.57600,10.18800,10.04600,10.16700,9.39500,9.79500,9.26100,9.02600
39.47442,-122.26635,9.17600,10.14700,10.01400,9.89700,9.25300,9.17300,9.85400,9.33300,9.06800,10.17600,10.00800,11.92700,11.43900,11.96800,11.48200,10.68800,10.59000,10.40400,10.61300
39.46725,-122.30004,9.11300,9.75100,9.76500,9.25700,9.05900,9.64100,9.70000,8.98400,8.60100,10.03900,9.96200,12.06500,11.06800,11.93600,11.85600,11.01700,10.55300,10.38900,9.63300
39.60382,-121.51455,8.92300,8.57900,8.53200,9.73300,7.51100,8.05800,7.95200,8.09200,7.73400,7.82000,7.60700,8.59900,9.53200,9.43600,10.70000,9.25100,9.99300,9.82500,8.83800
39.58988,-121.58218,10.48800,10.35200,11.15700,11.36500,10.32400,9.36600,9.63900,9.74100,9.72900,9.64500,9.55100,11.39900,10.90400,11.14900,10.98800,10.23200,11.34900,10.02500,11.22000
39.58290,-121.61599,9.73500,10.89600,11.07600,11.37500,10.69500,9.60700,9.51000,9.99100,9.59600,9.93200,9.03900,10.79900,10.20000,9.95200,10.04200,9.43000,10.91100,9.78600,9.90800
39.57591,-121.64979,9.20400,10.28400,10.37600,10.79600,10.68200,9.47600,9.62700,9.90800,9.00000,9.29200,8.57000,11.01500,9.86900,9.70200,9.85500,10.66300,10.03400,9.46100,9.05300
