FID,Join_Count,TARGET_FID,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,ORIG_FID,Latitude,Longitude,STATE,ZONE,CWA,NAME,STATE_ZONE,TIME_ZONE,FE_AREA,LON,LAT
1272,1,1272,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.24351571,-120.8178408,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1273,1,1273,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.24245923,-120.8189068,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1274,1,1274,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.2414313,-120.8199823,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1275,1,1275,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.24021302,-120.8211435,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1276,1,1276,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.23915654,-120.8222095,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1277,1,1277,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.23816668,-120.8232279,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1278,1,1278,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.23711972,-120.8242463,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1279,1,1279,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.23610131,-120.8252647,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1280,1,1280,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.2351876,-120.8261785,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1281,1,1281,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.23427389,-120.8270922,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1282,1,1282,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.23373137,-120.8276442,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1283,1,1283,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.23273199,-120.8286245,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1284,1,1284,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.23224658,-120.8291099,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1285,1,1285,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.2317231,-120.8296239,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1286,1,1286,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.23063807,-120.8307089,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1287,1,1287,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.23005748,-120.8312895,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1288,1,1288,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.22951496,-120.8318225,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1289,1,1289,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.2288963,-120.8324602,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1290,1,1290,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.22799211,-120.8333549,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1291,1,1291,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.22695466,-120.8343828,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1292,1,1292,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.22587915,-120.8355059,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1293,1,1293,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.22479411,-120.8365434,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1294,1,1294,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.22363294,-120.8377331,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1295,1,1295,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.22331885,-120.8381805,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1296,1,1296,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.22283344,-120.8388467,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1297,1,1297,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.22155805,-120.8412357,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1298,1,1298,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.22097746,-120.8422541,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1299,1,1299,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.22012085,-120.8437008,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1300,1,1300,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.21934991,-120.8450714,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1301,1,1301,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.21837909,-120.8467655,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1302,1,1302,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.2176938,-120.8479838,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1303,1,1303,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.21731309,-120.8486501,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1304,1,1304,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.21578071,-120.851277,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1305,1,1305,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.21400088,-120.8544464,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1306,1,1306,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.21311572,-120.8559598,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1307,1,1307,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.21217345,-120.8573684,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1308,1,1308,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.2109171,-120.8586248,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1309,1,1309,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.20980351,-120.8596337,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1310,1,1310,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.20850908,-120.860852,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1311,1,1311,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.20760489,-120.8616229,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1312,1,1312,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.20645323,-120.8626032,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1313,1,1313,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.204675,-120.864301,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1314,1,1314,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.20327427,-120.8654586,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1315,1,1315,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.20193225,-120.8666674,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1316,1,1316,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.20069493,-120.8677619,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1317,1,1317,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.19928629,-120.8690183,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1318,1,1318,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.19788717,-120.8702366,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1319,1,1319,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.19662129,-120.8714263,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1320,1,1320,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.1955553,-120.8729967,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1321,1,1321,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.19447026,-120.8745862,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1322,1,1322,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.1933186,-120.8765945,CA,269,STO,Tahoe - Eldorado National Forest,CA269,P,nn,-120.5136,39.0859
1323,1,1323,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.19148166,-120.8790406,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
1324,1,1324,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.1904918,-120.8815628,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
1325,1,1325,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.18977796,-120.8833426,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
1326,1,1326,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.18917834,-120.8849131,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
1327,1,1327,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.18758886,-120.8890628,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
1328,1,1328,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.18699875,-120.8905762,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
1329,1,1329,64824,302067,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Energy Commission http://www.energy.ca.gov/maps/,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,115,100-161,N,DRUM,RIO OSO,92723.56774,29,39.18380076,-120.8985617,CA,267,STO,Northern Motherlode From 1000 to 3000 Ft. From Yuba To Amador Counties,CA267,P,cc,-120.9341,38.9246
