FID,Join_Count,TARGET_FID,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,ORIG_FID,Latitude,Longitude,STATE,ZONE,CWA,NAME,STATE_ZONE,TIME_ZONE,FE_AREA,LON,LAT
0,1,0,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,40.0074534,-121.2507257,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
1,1,1,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,40.007513,-121.251958,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
2,1,2,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,40.006735,-121.25477,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
3,1,3,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,40.006164,-121.256747,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
4,1,4,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,40.006557,-121.258696,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
5,1,5,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,40.007327,-121.262244,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
6,1,6,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,40.00644,-121.265126,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
7,1,7,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,40.004241,-121.269348,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
8,1,8,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,40.000981,-121.272274,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
9,1,9,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.996898,-121.276062,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
10,1,10,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.996317,-121.276605,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
11,1,11,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.99583,-121.277228,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
12,1,12,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.993474,-121.280529,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
13,1,13,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.991802,-121.282371,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
14,1,14,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.987985,-121.281865,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
15,1,15,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.982393,-121.280244,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
16,1,16,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.979636,-121.279191,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
17,1,17,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.97814,-121.278926,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
18,1,18,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.977423,-121.278605,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
19,1,19,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.972468,-121.275904,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
20,1,20,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.970847,-121.276118,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
21,1,21,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.96607,-121.276758,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
22,1,22,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.965341,-121.276865,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
23,1,23,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.964461,-121.278132,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
24,1,24,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.963491,-121.27969,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
25,1,25,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.961228,-121.283072,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
26,1,26,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.959583,-121.285437,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
27,1,27,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.958839,-121.286594,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
28,1,28,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.958634,-121.290811,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
29,1,29,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.957263,-121.29364,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
30,1,30,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.956192,-121.295909,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
31,1,31,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.955746,-121.297762,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
32,1,32,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.954529,-121.299679,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
33,1,33,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.952704,-121.301541,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
34,1,34,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.949627,-121.304499,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
35,1,35,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.947933,-121.306112,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
36,1,36,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.94562,-121.308037,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
37,1,37,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.942965,-121.308604,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
38,1,38,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.942177,-121.308763,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
39,1,39,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.940797,-121.309627,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
40,1,40,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.939809,-121.311191,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
41,1,41,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.939512,-121.312563,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
42,1,42,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.938916,-121.315221,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
43,1,43,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.938365,-121.317936,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
44,1,44,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.934178,-121.319008,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
45,1,45,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.931622,-121.318758,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
46,1,46,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.929808,-121.318893,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
47,1,47,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.927366,-121.319119,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
48,1,48,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.922811,-121.318261,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
49,1,49,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.921957,-121.319282,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
50,1,50,62836,300048,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,California Independent System Operator,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,BELDEN,ROCK CREEK,22295.84217,0,39.91986,-121.321975,CA,268,STO,Northern Sierra Including Lassen NP and Plumas and Lassen NF/S West of the Sierra Crest - West of Evans Peak/Grizzly Peak/Beckworth Peak,CA268,P,nn,-121.3501,40.1971
