# STATION: WBB,,,,,
# STATION NAME: U of U William Browning Building,,,,,
# LATITUDE: 40.76623,,,,,
# LONGITUDE: -111.84755,,,,,
# ELEVATION [ft]: 4806,,,,,
# STATE: UT,,,,,
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1
,,Celsius,%,m/s,Degrees
WBB,10/11/2018 12:00 MDT,10.96,53.36,1.04,263.7
WBB,10/11/2018 12:01 MDT,11.11,52.37,2.86,255.8
WBB,10/11/2018 12:02 MDT,10.89,52.9,2.44,255
WBB,10/11/2018 12:03 MDT,10.83,53.16,2.11,257.9
WBB,10/11/2018 12:04 MDT,10.85,52.7,2.22,266.7
WBB,10/11/2018 12:05 MDT,10.93,51.49,1.81,271.2
WBB,10/11/2018 12:06 MDT,10.93,51.29,1.89,273.8
WBB,10/11/2018 12:07 MDT,10.91,51.5,2.84,268.2
WBB,10/11/2018 12:08 MDT,10.91,50.31,2.73,261.6
WBB,10/11/2018 12:09 MDT,10.98,49.69,1.87,267.6
WBB,10/11/2018 12:10 MDT,11.1,50.66,2.42,247.6
WBB,10/11/2018 12:11 MDT,11.13,50.97,3.54,257.8
WBB,10/11/2018 12:12 MDT,10.85,50.01,3.84,256.5
WBB,10/11/2018 12:13 MDT,10.43,51.15,3.01,248.6
WBB,10/11/2018 12:14 MDT,10.28,52.92,2.57,252.4
WBB,10/11/2018 12:15 MDT,10.49,51.82,1.65,264.2
WBB,10/11/2018 12:16 MDT,10.79,51.7,0.94,290.7
WBB,10/11/2018 12:17 MDT,11.19,49.79,2.02,314.6
WBB,10/11/2018 12:18 MDT,11.07,49.79,2.39,300.3
WBB,10/11/2018 12:19 MDT,11.1,50.94,1.87,267.9
WBB,10/11/2018 12:20 MDT,11.27,50.35,2.77,242.4
WBB,10/11/2018 12:21 MDT,11.02,49.47,3.44,250.1
WBB,10/11/2018 12:22 MDT,10.55,51.01,3.49,254.5
WBB,10/11/2018 12:23 MDT,10.3,51.58,2.81,251.7
WBB,10/11/2018 12:24 MDT,10.28,51.14,2.39,254.2
WBB,10/11/2018 12:25 MDT,10.37,50.73,1.54,260
WBB,10/11/2018 12:26 MDT,10.54,51.17,1.92,270.2
WBB,10/11/2018 12:27 MDT,10.75,49.85,3.58,260.8
WBB,10/11/2018 12:28 MDT,10.94,49.07,2.83,255.4
WBB,10/11/2018 12:29 MDT,11.03,50.02,2.33,258.7
WBB,10/11/2018 12:30 MDT,11.06,50.5,1.43,299.6
WBB,10/11/2018 12:31 MDT,11.16,49.26,1.52,276.5
WBB,10/11/2018 12:32 MDT,11.28,49.89,2.51,251.1
WBB,10/11/2018 12:33 MDT,11.11,50.44,3.27,245.3
WBB,10/11/2018 12:34 MDT,10.74,52.15,2.77,237.7
WBB,10/11/2018 12:35 MDT,10.57,53.46,2.57,235.5
WBB,10/11/2018 12:36 MDT,10.75,52.76,2.43,278.4
WBB,10/11/2018 12:37 MDT,11.03,51.23,2.05,258.8
WBB,10/11/2018 12:38 MDT,11.29,48.91,2.97,250.3
WBB,10/11/2018 12:39 MDT,11.26,49.78,3.18,250.2
WBB,10/11/2018 12:40 MDT,11.17,49.77,4.01,255.6
WBB,10/11/2018 12:41 MDT,10.96,50.18,3.68,250.7
WBB,10/11/2018 12:42 MDT,10.69,51.36,3.37,262.6
WBB,10/11/2018 12:43 MDT,10.68,51.36,2.38,258.4
WBB,10/11/2018 12:44 MDT,10.73,50.98,3.18,231.5
WBB,10/11/2018 12:45 MDT,10.64,50.85,4.36,242.9
WBB,10/11/2018 12:46 MDT,10.47,51.28,3.13,241.1
WBB,10/11/2018 12:47 MDT,10.45,51.82,2.81,267.8
WBB,10/11/2018 12:48 MDT,10.5,51.04,2.48,267.8
WBB,10/11/2018 12:49 MDT,10.48,50.9,1.72,283.2
WBB,10/11/2018 12:50 MDT,10.52,51.02,3.87,268.9
WBB,10/11/2018 12:51 MDT,10.52,51.12,3.82,266.6
WBB,10/11/2018 12:52 MDT,10.55,50.99,2.98,270
WBB,10/11/2018 12:53 MDT,10.59,51.05,1.74,274.5
WBB,10/11/2018 12:54 MDT,10.7,50.64,2.1,270
WBB,10/11/2018 12:55 MDT,10.84,49.97,1.97,273.7
WBB,10/11/2018 12:56 MDT,10.8,49.46,1.72,269.4
WBB,10/11/2018 12:57 MDT,10.75,49.77,2.13,271.5
WBB,10/11/2018 12:58 MDT,10.85,49.84,1.37,260.5
WBB,10/11/2018 12:59 MDT,10.92,49.51,2.62,262
WBB,10/11/2018 13:00 MDT,11.03,49.28,1.75,275.7
WBB,10/11/2018 13:01 MDT,11.17,48.46,2.02,253.1
WBB,10/11/2018 13:02 MDT,11.06,49.1,1.76,236.2
WBB,10/11/2018 13:03 MDT,11.08,49.34,1.94,281.6
WBB,10/11/2018 13:04 MDT,11.2,47.92,2.16,263.9
WBB,10/11/2018 13:05 MDT,11.13,47.8,1.49,252.9
WBB,10/11/2018 13:06 MDT,11.17,48.18,1.48,259.1
WBB,10/11/2018 13:07 MDT,11.19,47.11,2.43,273.1
WBB,10/11/2018 13:08 MDT,11.15,47.73,2.89,269.2
WBB,10/11/2018 13:09 MDT,11.19,47.94,3.61,261.3
WBB,10/11/2018 13:10 MDT,11.25,47.99,3.2,260.2
WBB,10/11/2018 13:11 MDT,11.26,47.5,3,265.6
WBB,10/11/2018 13:12 MDT,11.23,47.75,3.46,266.8
WBB,10/11/2018 13:13 MDT,11.12,48.73,2.71,260.6
WBB,10/11/2018 13:14 MDT,11.17,48.62,1.49,283.7
WBB,10/11/2018 13:15 MDT,11.29,48.16,1.51,267.7
WBB,10/11/2018 13:16 MDT,11.54,47.49,1.4,271.2
WBB,10/11/2018 13:17 MDT,11.75,46.41,2.26,258.4
WBB,10/11/2018 13:18 MDT,11.71,46.35,3.11,251.4
WBB,10/11/2018 13:19 MDT,11.38,47.4,2.4,242.4
WBB,10/11/2018 13:20 MDT,11.16,48.6,1.53,258.2
WBB,10/11/2018 13:21 MDT,11.27,48.51,1.29,269.7
WBB,10/11/2018 13:22 MDT,11.43,47.18,3.04,245.5
WBB,10/11/2018 13:23 MDT,11.23,48.13,2.86,238.1
WBB,10/11/2018 13:24 MDT,11.21,48.63,2.44,241.6
WBB,10/11/2018 13:25 MDT,11.31,48.38,2.27,272.5
WBB,10/11/2018 13:26 MDT,11.32,48.16,3.12,259.7
WBB,10/11/2018 13:27 MDT,11.39,47.75,3.26,257.1
WBB,10/11/2018 13:28 MDT,11.38,47.8,2.44,262.9
WBB,10/11/2018 13:29 MDT,11.28,48.09,2.3,259
WBB,10/11/2018 13:30 MDT,11.27,48.64,2.2,248.5
WBB,10/11/2018 13:31 MDT,11.38,48.98,2.19,225
WBB,10/11/2018 13:32 MDT,11.51,48.19,1.1,197.7
WBB,10/11/2018 13:33 MDT,11.74,47.85,1.14,259.2
WBB,10/11/2018 13:34 MDT,11.93,47.13,1.27,290.5
WBB,10/11/2018 13:35 MDT,11.99,47.09,0.95,311.3
WBB,10/11/2018 13:36 MDT,11.97,47.15,0.99,254.9
WBB,10/11/2018 13:37 MDT,11.88,47.12,1.86,238.7
WBB,10/11/2018 13:38 MDT,11.57,48.79,1.57,260.3
WBB,10/11/2018 13:39 MDT,11.56,49.03,2.31,258.7
WBB,10/11/2018 13:40 MDT,11.62,49.15,1.19,287.5
WBB,10/11/2018 13:41 MDT,11.63,48.8,2.06,294.7
WBB,10/11/2018 13:42 MDT,11.45,49.66,1.72,285.1
WBB,10/11/2018 13:43 MDT,11.35,50.31,1.48,277.8
WBB,10/11/2018 13:44 MDT,11.44,50.29,1.55,299.6
WBB,10/11/2018 13:45 MDT,11.5,50.18,1.45,271
WBB,10/11/2018 13:46 MDT,11.45,49.89,2.12,282.3
WBB,10/11/2018 13:47 MDT,11.17,50.63,2.08,284.7
WBB,10/11/2018 13:48 MDT,10.97,51.71,1.43,283.2
WBB,10/11/2018 13:49 MDT,10.94,51.7,1.56,286.1
WBB,10/11/2018 13:50 MDT,10.82,52.28,1.67,300.6
WBB,10/11/2018 13:51 MDT,10.83,52.36,1.67,268.6
WBB,10/11/2018 13:52 MDT,10.91,52.1,1.63,279.1
WBB,10/11/2018 13:53 MDT,10.99,51.71,1.68,251.8
WBB,10/11/2018 13:54 MDT,10.98,51.89,1.69,242.5
WBB,10/11/2018 13:55 MDT,10.94,52.24,1.44,239.6
WBB,10/11/2018 13:56 MDT,11.07,52.09,1.29,270.5
WBB,10/11/2018 13:57 MDT,11.18,51.94,0.87,285.1
WBB,10/11/2018 13:58 MDT,11.31,51.92,1.33,287.1
WBB,10/11/2018 13:59 MDT,11.42,51.11,1.81,298.3
WBB,10/11/2018 14:00 MDT,11.36,51.57,2.76,326.4
WBB,10/11/2018 14:01 MDT,11.3,51.78,2.57,312.3
WBB,10/11/2018 14:02 MDT,11.17,52.09,1.46,280.1
WBB,10/11/2018 14:03 MDT,11.15,52.07,1.22,277.4
WBB,10/11/2018 14:04 MDT,11.22,51.35,1.81,275.1
WBB,10/11/2018 14:05 MDT,11.19,51.38,2.08,289.1
WBB,10/11/2018 14:06 MDT,11.02,52.37,2.41,289.2
WBB,10/11/2018 14:07 MDT,10.85,53.42,2.22,289.3
WBB,10/11/2018 14:08 MDT,10.78,53.17,2.3,292.9
WBB,10/11/2018 14:09 MDT,10.62,53.6,2.43,317.2
WBB,10/11/2018 14:10 MDT,10.53,54.04,2.51,296
WBB,10/11/2018 14:11 MDT,10.58,53.95,1.9,278.9
WBB,10/11/2018 14:12 MDT,10.62,53.6,1.49,269.8
WBB,10/11/2018 14:13 MDT,10.77,53.53,1.13,279.7
WBB,10/11/2018 14:14 MDT,10.89,53.08,2.25,305.3
WBB,10/11/2018 14:15 MDT,10.78,52.76,2.36,299.6
WBB,10/11/2018 14:16 MDT,10.75,53.25,1.84,273.7
WBB,10/11/2018 14:17 MDT,10.93,52.34,0.86,292.5
WBB,10/11/2018 14:18 MDT,11.15,51.98,0.97,218
WBB,10/11/2018 14:19 MDT,11.31,51.55,0.9,245.1
WBB,10/11/2018 14:20 MDT,11.58,50.66,1.02,202.8
WBB,10/11/2018 14:21 MDT,11.73,50.56,1.27,302.5
WBB,10/11/2018 14:22 MDT,11.91,50.49,1.33,315.4
WBB,10/11/2018 14:23 MDT,11.95,50.65,1.85,296.5
WBB,10/11/2018 14:24 MDT,11.8,51.99,2.18,273.2
WBB,10/11/2018 14:25 MDT,11.91,52.03,2.93,262.5
WBB,10/11/2018 14:26 MDT,12.11,51.13,2.49,264.9
WBB,10/11/2018 14:27 MDT,12.12,51.62,2.25,278.1
WBB,10/11/2018 14:28 MDT,12.07,52.19,2.11,282.3
WBB,10/11/2018 14:29 MDT,11.97,52.67,2.84,282.1
WBB,10/11/2018 14:30 MDT,11.86,52.62,4.11,267.3
WBB,10/11/2018 14:31 MDT,11.75,52.76,3.65,271.1
WBB,10/11/2018 14:32 MDT,11.47,53.35,3.48,262.9
WBB,10/11/2018 14:33 MDT,11.17,54.64,3.9,256.7
WBB,10/11/2018 14:34 MDT,10.94,55.76,2.72,257.5
WBB,10/11/2018 14:35 MDT,10.82,56.25,3.58,266.4
WBB,10/11/2018 14:36 MDT,10.76,56.43,3.76,268.8
WBB,10/11/2018 14:37 MDT,10.67,56.44,4.23,274.4
WBB,10/11/2018 14:38 MDT,10.56,57.06,4.56,274
WBB,10/11/2018 14:39 MDT,10.44,57.66,3.39,277.4
WBB,10/11/2018 14:40 MDT,10.41,58.1,2.46,286.2
WBB,10/11/2018 14:41 MDT,10.38,57.5,2.79,278.9
WBB,10/11/2018 14:42 MDT,10.29,58.41,3.35,279.7
WBB,10/11/2018 14:43 MDT,10.33,58.91,1.77,250
WBB,10/11/2018 14:44 MDT,10.54,58.51,1.45,264.7
WBB,10/11/2018 14:45 MDT,10.71,57.09,3.6,288.2
WBB,10/11/2018 14:46 MDT,10.64,56.23,4.2,275.7
WBB,10/11/2018 14:47 MDT,10.54,56.4,4.37,275.3
WBB,10/11/2018 14:48 MDT,10.53,57.23,2.79,286.1
WBB,10/11/2018 14:49 MDT,10.5,57.47,2.91,280.9
WBB,10/11/2018 14:50 MDT,10.43,58.5,2.97,269.4
WBB,10/11/2018 14:51 MDT,10.49,58.63,3.64,273.3
WBB,10/11/2018 14:52 MDT,10.59,58.42,4.48,269.8
WBB,10/11/2018 14:53 MDT,10.65,58.29,4.02,270.2
WBB,10/11/2018 14:54 MDT,10.67,58.53,3.06,265.6
WBB,10/11/2018 14:55 MDT,10.76,58.56,2.69,267.4
WBB,10/11/2018 14:56 MDT,10.9,58.19,3.58,272
WBB,10/11/2018 14:57 MDT,11,58.02,2.46,265.3
WBB,10/11/2018 14:58 MDT,11.23,57.34,1.77,271.3
WBB,10/11/2018 14:59 MDT,11.45,56.22,3.35,261.9
WBB,10/11/2018 15:00 MDT,11.49,55.31,3.13,273.6
WBB,10/11/2018 15:01 MDT,11.56,54.61,2.3,286
WBB,10/11/2018 15:02 MDT,11.44,54.18,2.87,289.8
WBB,10/11/2018 15:03 MDT,11.36,55.63,2.49,281.7
WBB,10/11/2018 15:04 MDT,11.36,55.77,3.62,265.9
WBB,10/11/2018 15:05 MDT,11.26,56.04,3.99,268.9
WBB,10/11/2018 15:06 MDT,11.25,56.54,2.05,283.2
WBB,10/11/2018 15:07 MDT,11.31,56.78,2.69,294.3
WBB,10/11/2018 15:08 MDT,11.38,56.22,2.97,321.1
WBB,10/11/2018 15:09 MDT,11.28,55.16,3.32,304.4
WBB,10/11/2018 15:10 MDT,10.99,56.97,2.97,297.3
WBB,10/11/2018 15:11 MDT,10.93,56.58,3.52,307.9
WBB,10/11/2018 15:12 MDT,10.83,57.56,2.95,290.5
WBB,10/11/2018 15:13 MDT,10.84,57.74,2.34,293.8
WBB,10/11/2018 15:14 MDT,10.99,56.2,3.2,318.1
WBB,10/11/2018 15:15 MDT,11.01,55.7,2.36,278.2
WBB,10/11/2018 15:16 MDT,11.18,55.43,2.07,281.4
WBB,10/11/2018 15:17 MDT,11.2,55.51,3.78,269.9
WBB,10/11/2018 15:18 MDT,11.18,56,2.31,275.8
WBB,10/11/2018 15:19 MDT,11.32,55.57,3.29,264.9
WBB,10/11/2018 15:20 MDT,11.39,55.43,2.77,258.7
WBB,10/11/2018 15:21 MDT,11.47,55.54,3.87,274.8
WBB,10/11/2018 15:22 MDT,11.41,55.58,4.59,261.4
WBB,10/11/2018 15:23 MDT,11.36,56.08,3.8,261.5
WBB,10/11/2018 15:24 MDT,11.35,56.53,4.47,263.3
WBB,10/11/2018 15:25 MDT,11.37,56.62,2.65,289.6
WBB,10/11/2018 15:26 MDT,11.36,55.69,3.61,279.9
WBB,10/11/2018 15:27 MDT,11.12,56.95,3.19,283.8
WBB,10/11/2018 15:28 MDT,10.96,57.97,2.48,291
WBB,10/11/2018 15:29 MDT,11.02,57.41,2.92,296.3
WBB,10/11/2018 15:30 MDT,11.04,57.51,2.04,281.3
WBB,10/11/2018 15:31 MDT,11.16,57.46,1.95,290.9
WBB,10/11/2018 15:32 MDT,11.36,56.79,1.67,286.2
WBB,10/11/2018 15:33 MDT,11.45,55.17,3.38,293
WBB,10/11/2018 15:34 MDT,11.17,56.21,4.51,275.8
WBB,10/11/2018 15:35 MDT,10.99,57.06,4.37,276.5
WBB,10/11/2018 15:36 MDT,10.87,57.73,3.05,281.4
WBB,10/11/2018 15:37 MDT,10.92,57.47,4.39,303
WBB,10/11/2018 15:38 MDT,10.8,57.67,3.28,288.1
WBB,10/11/2018 15:39 MDT,10.75,57.98,2.77,280.8
WBB,10/11/2018 15:40 MDT,10.63,57.51,3.55,305.7
WBB,10/11/2018 15:41 MDT,10.63,58.57,1.85,291.2
WBB,10/11/2018 15:42 MDT,10.86,57.8,2.09,313.6
WBB,10/11/2018 15:43 MDT,11.07,56.94,2.29,275.3
WBB,10/11/2018 15:44 MDT,11.25,55.88,2.31,279.9
WBB,10/11/2018 15:45 MDT,11.43,55.37,2.73,255.3
WBB,10/11/2018 15:46 MDT,11.61,54.7,3.99,273.6
WBB,10/11/2018 15:47 MDT,11.58,54.63,3.52,274.1
WBB,10/11/2018 15:48 MDT,11.46,55.05,3.06,271.1
WBB,10/11/2018 15:49 MDT,11.41,55.12,2.87,270.9
WBB,10/11/2018 15:50 MDT,11.4,54.17,3.23,270.9
WBB,10/11/2018 15:51 MDT,11.4,53.46,2.65,275.1
WBB,10/11/2018 15:52 MDT,11.51,52.85,3.52,272.8
WBB,10/11/2018 15:53 MDT,11.47,52.48,3.51,271.8
WBB,10/11/2018 15:54 MDT,11.37,53.18,4,270.3
WBB,10/11/2018 15:55 MDT,11.42,53.07,2.62,279.7
WBB,10/11/2018 15:56 MDT,11.39,53.28,2.76,289.5
WBB,10/11/2018 15:57 MDT,11.24,53.94,2.84,290.5
WBB,10/11/2018 15:58 MDT,11.04,54.82,2.35,288.1
WBB,10/11/2018 15:59 MDT,11.07,54.76,3.1,273.7
WBB,10/11/2018 16:00 MDT,11.06,54.2,3.56,268.7
WBB,10/11/2018 16:01 MDT,11.03,54.36,2.73,262.3
WBB,10/11/2018 16:02 MDT,10.98,54.66,3.57,265
WBB,10/11/2018 16:03 MDT,10.98,54.6,2.77,291.3
WBB,10/11/2018 16:04 MDT,10.96,55.54,2.37,296.5
WBB,10/11/2018 16:05 MDT,11.01,55.03,2.84,319.1
WBB,10/11/2018 16:06 MDT,11.02,54.74,3.24,273.4
WBB,10/11/2018 16:07 MDT,11,54.91,3.04,269.1
WBB,10/11/2018 16:08 MDT,11.03,54.52,1.9,273.2
WBB,10/11/2018 16:09 MDT,11.01,54.1,2.88,275.2
WBB,10/11/2018 16:10 MDT,10.99,54.03,2.03,246.8
WBB,10/11/2018 16:11 MDT,11.08,54.51,1.46,275.6
WBB,10/11/2018 16:12 MDT,11.23,54.12,2.89,312
WBB,10/11/2018 16:13 MDT,11.29,53.63,1.74,320.8
WBB,10/11/2018 16:14 MDT,11.4,54.26,1.52,324
WBB,10/11/2018 16:15 MDT,11.46,51.42,2.9,300.9
WBB,10/11/2018 16:16 MDT,11.2,51.99,2.62,306.8
WBB,10/11/2018 16:17 MDT,11.03,53.18,2.19,320.6
WBB,10/11/2018 16:18 MDT,10.96,53.24,2.56,311
WBB,10/11/2018 16:19 MDT,10.78,54.42,2.74,326.9
WBB,10/11/2018 16:20 MDT,10.75,55.34,2.19,296
WBB,10/11/2018 16:21 MDT,10.83,55.21,3.33,255.1
WBB,10/11/2018 16:22 MDT,10.85,55.59,1.8,272.6
WBB,10/11/2018 16:23 MDT,10.92,55.14,2.92,278.8
WBB,10/11/2018 16:24 MDT,10.89,54.55,3.04,284.3
WBB,10/11/2018 16:25 MDT,10.78,54.91,3.13,306.7
WBB,10/11/2018 16:26 MDT,10.73,55.83,1.93,298.8
WBB,10/11/2018 16:27 MDT,10.79,55.56,3.22,275
WBB,10/11/2018 16:28 MDT,10.75,55.73,2.42,298.4
WBB,10/11/2018 16:29 MDT,10.8,55.69,3.05,326.7
WBB,10/11/2018 16:30 MDT,10.85,54.2,3.34,324.7
WBB,10/11/2018 16:31 MDT,10.74,53.76,3.25,331.9
WBB,10/11/2018 16:32 MDT,10.65,54.67,2.21,306.4
WBB,10/11/2018 16:33 MDT,10.64,54.67,3.7,291.1
WBB,10/11/2018 16:34 MDT,10.56,54.87,2.89,278.6
WBB,10/11/2018 16:35 MDT,10.49,55.42,2.51,276.9
WBB,10/11/2018 16:36 MDT,10.49,55.34,2.62,276.1
WBB,10/11/2018 16:37 MDT,10.53,55.41,1.2,297.5
WBB,10/11/2018 16:38 MDT,10.63,54.68,2.95,295.2
WBB,10/11/2018 16:39 MDT,10.58,54.41,2.77,300.5
WBB,10/11/2018 16:40 MDT,10.6,55.3,2.16,300.6
WBB,10/11/2018 16:41 MDT,10.69,54.67,2.4,281
WBB,10/11/2018 16:42 MDT,10.62,53.56,3.87,275.6
WBB,10/11/2018 16:43 MDT,10.56,54.38,2.9,298
WBB,10/11/2018 16:44 MDT,10.52,53.57,3.5,293.3
WBB,10/11/2018 16:45 MDT,10.37,52.93,3.15,292.2
WBB,10/11/2018 16:46 MDT,10.28,53.67,3.81,307.9
WBB,10/11/2018 16:47 MDT,10.19,54.21,3.78,302.8
WBB,10/11/2018 16:48 MDT,10.2,54.54,2.46,282
WBB,10/11/2018 16:49 MDT,10.25,53.41,3.55,267.1
WBB,10/11/2018 16:50 MDT,10.34,53.18,2.74,262.9
WBB,10/11/2018 16:51 MDT,10.46,53.36,2.77,265.2
WBB,10/11/2018 16:52 MDT,10.57,53.78,2.38,270.9
WBB,10/11/2018 16:53 MDT,10.7,53.55,2.04,266.1
WBB,10/11/2018 16:54 MDT,10.82,52.93,2.5,274.8
WBB,10/11/2018 16:55 MDT,10.88,52.51,2.81,265.7
WBB,10/11/2018 16:56 MDT,10.85,52.81,3.05,250.8
WBB,10/11/2018 16:57 MDT,10.78,52.77,3,265.8
WBB,10/11/2018 16:58 MDT,10.71,53.12,3.43,261.7
WBB,10/11/2018 16:59 MDT,10.62,53.55,2.41,258.1
WBB,10/11/2018 17:00 MDT,10.57,53.79,1.76,266.5
WBB,10/11/2018 17:01 MDT,10.52,54.33,1.5,277.2
WBB,10/11/2018 17:02 MDT,10.57,54.02,1.73,266.6
WBB,10/11/2018 17:03 MDT,10.62,53.62,1.35,278.5
WBB,10/11/2018 17:04 MDT,10.62,53.62,2.33,295.2
WBB,10/11/2018 17:05 MDT,10.61,52.84,2.82,267.3
WBB,10/11/2018 17:06 MDT,10.58,52.51,2.18,276.2
WBB,10/11/2018 17:07 MDT,10.56,53.5,2.68,271.4
WBB,10/11/2018 17:08 MDT,10.51,53.09,3.1,269.3
WBB,10/11/2018 17:09 MDT,10.48,53.56,1.66,272
WBB,10/11/2018 17:10 MDT,10.51,53.5,2.11,276.5
WBB,10/11/2018 17:11 MDT,10.45,53.11,2.59,287.2
WBB,10/11/2018 17:12 MDT,10.29,53.55,2.25,278.7
WBB,10/11/2018 17:13 MDT,10.17,54.54,1.47,275.7
WBB,10/11/2018 17:14 MDT,10.14,54.68,2.37,296.5
WBB,10/11/2018 17:15 MDT,10.09,54.79,2.51,296.1
WBB,10/11/2018 17:16 MDT,10.05,55.74,1.3,281.9
WBB,10/11/2018 17:17 MDT,10.17,55.68,1.23,299.2
WBB,10/11/2018 17:18 MDT,10.26,54.51,2.65,272.6
WBB,10/11/2018 17:19 MDT,10.24,54.37,1.84,275.9
WBB,10/11/2018 17:20 MDT,10.17,54.6,2.25,281.2
WBB,10/11/2018 17:21 MDT,10.13,54.69,2.37,277.7
WBB,10/11/2018 17:22 MDT,10.08,54.92,2.64,278.4
WBB,10/11/2018 17:23 MDT,10.07,54.95,1.84,278
WBB,10/11/2018 17:24 MDT,10.12,54.75,2.11,291.9
WBB,10/11/2018 17:25 MDT,10.17,54.78,1.69,278.9
WBB,10/11/2018 17:26 MDT,10.34,54.21,2.26,272.8
WBB,10/11/2018 17:27 MDT,10.52,53.14,1.91,279.2
WBB,10/11/2018 17:28 MDT,10.79,52.36,2.15,268.7
WBB,10/11/2018 17:29 MDT,11.09,50.7,1.63,289.5
WBB,10/11/2018 17:30 MDT,11.25,50.41,1.87,284.2
WBB,10/11/2018 17:31 MDT,11.4,50.25,1.78,266.7
WBB,10/11/2018 17:32 MDT,11.69,49.34,1.72,291.5
WBB,10/11/2018 17:33 MDT,11.83,48.24,2,280.1
WBB,10/11/2018 17:34 MDT,11.89,48.67,1.31,278.7
WBB,10/11/2018 17:35 MDT,12.08,48.02,0.59,272.6
WBB,10/11/2018 17:36 MDT,12.17,47.94,1.19,250.1
WBB,10/11/2018 17:37 MDT,12.02,47.89,1.77,267.7
WBB,10/11/2018 17:38 MDT,11.76,48.72,1.71,273.2
WBB,10/11/2018 17:39 MDT,11.53,49.45,1.03,266.6
WBB,10/11/2018 17:40 MDT,11.31,50.24,2.43,248.6
WBB,10/11/2018 17:41 MDT,11.04,51.48,1.43,276.6
WBB,10/11/2018 17:42 MDT,10.87,52.03,1.5,285.6
WBB,10/11/2018 17:43 MDT,10.83,52.17,1.65,264.4
WBB,10/11/2018 17:44 MDT,10.89,51.81,2.09,266.9
WBB,10/11/2018 17:45 MDT,11,51.78,1.88,269.6
WBB,10/11/2018 17:46 MDT,11.02,51.73,3.42,264.1
WBB,10/11/2018 17:47 MDT,11.01,51.2,2.79,258
WBB,10/11/2018 17:48 MDT,11.01,51.19,1.94,260
WBB,10/11/2018 17:49 MDT,11.17,51.15,2.77,250.4
WBB,10/11/2018 17:50 MDT,11.25,49.97,2.88,256.7
WBB,10/11/2018 17:51 MDT,11.23,50.24,2.44,258.4
WBB,10/11/2018 17:52 MDT,11.3,50.07,1.85,264.3
WBB,10/11/2018 17:53 MDT,11.28,50.13,1.52,254.6
WBB,10/11/2018 17:54 MDT,11.42,49.98,2.25,257.5
WBB,10/11/2018 17:55 MDT,11.5,49.38,3.23,258.9
WBB,10/11/2018 17:56 MDT,11.37,49.81,3,262.8
WBB,10/11/2018 17:57 MDT,11.4,49.48,2.48,264
WBB,10/11/2018 17:58 MDT,11.55,48.75,2.23,261.1
WBB,10/11/2018 17:59 MDT,11.55,49.03,2.53,255.6
WBB,10/11/2018 18:00 MDT,11.45,49.63,2.02,257.4
WBB,10/11/2018 18:01 MDT,11.33,50.11,3.26,257.5
WBB,10/11/2018 18:02 MDT,11.17,50.58,2.94,261.9
WBB,10/11/2018 18:03 MDT,11.06,50.78,2.91,262.6
WBB,10/11/2018 18:04 MDT,11.02,50.99,2.23,267.5
WBB,10/11/2018 18:05 MDT,11.06,50.91,3,254.3
WBB,10/11/2018 18:06 MDT,10.98,51.22,2.77,261.9
WBB,10/11/2018 18:07 MDT,10.96,51.46,2.84,251.6
WBB,10/11/2018 18:08 MDT,10.97,51.78,2.44,242.7
WBB,10/11/2018 18:09 MDT,10.97,51.96,2.07,253.1
WBB,10/11/2018 18:10 MDT,11.04,51.19,3.2,267.7
WBB,10/11/2018 18:11 MDT,11.03,51.16,2.7,270.7
WBB,10/11/2018 18:12 MDT,11.07,51.42,2.15,271.5
WBB,10/11/2018 18:13 MDT,11.16,50.95,2.84,263.7
WBB,10/11/2018 18:14 MDT,11.18,50.49,2.89,269.2
WBB,10/11/2018 18:15 MDT,11.13,50.72,2.75,270.6
WBB,10/11/2018 18:16 MDT,11.15,50.64,3.15,266.2
WBB,10/11/2018 18:17 MDT,11.11,50.96,3.16,260.1
WBB,10/11/2018 18:18 MDT,11.04,51.41,2.59,259.6
WBB,10/11/2018 18:19 MDT,11.02,51.43,2.26,248.8
WBB,10/11/2018 18:20 MDT,10.95,51.64,2.91,247.5
WBB,10/11/2018 18:21 MDT,10.85,51.96,2.74,247
WBB,10/11/2018 18:22 MDT,10.76,52.52,2.73,263.2
WBB,10/11/2018 18:23 MDT,10.74,52.65,2.57,270.1
WBB,10/11/2018 18:24 MDT,10.78,52.7,1.66,273.1
WBB,10/11/2018 18:25 MDT,10.84,52.71,1.59,277.5
WBB,10/11/2018 18:26 MDT,10.94,52.53,1.5,272.9
WBB,10/11/2018 18:27 MDT,10.97,52.59,1.52,280
WBB,10/11/2018 18:28 MDT,10.92,52.5,2.16,270.5
WBB,10/11/2018 18:29 MDT,10.84,53.02,1.04,274
WBB,10/11/2018 18:30 MDT,10.84,53.12,1.52,294.4
WBB,10/11/2018 18:31 MDT,10.89,52.94,1.16,288
WBB,10/11/2018 18:32 MDT,10.91,52.43,2.47,266.4
WBB,10/11/2018 18:33 MDT,10.85,51.9,1.65,273.3
WBB,10/11/2018 18:34 MDT,10.75,52.57,1.56,269.9
WBB,10/11/2018 18:35 MDT,10.66,52.85,1.66,255.6
WBB,10/11/2018 18:36 MDT,10.55,53.71,1.33,276.2
