FID,TARGET_FID,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,ORIG_FID,STATE,ZONE,CWA,NAME,STATE_ZONE,TIME_ZONE,FE_AREA,LON,LAT
407,407,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
408,408,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
409,409,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
410,410,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
411,411,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
412,412,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
413,413,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
414,414,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
415,415,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
416,416,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
417,417,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
418,418,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
419,419,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
420,420,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
421,421,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
422,422,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
423,423,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
424,424,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
425,425,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
426,426,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
427,427,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
428,428,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
429,429,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
430,430,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
431,431,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
432,432,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
433,433,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
434,434,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
435,435,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
436,436,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
437,437,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
438,438,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
439,439,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
440,440,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
441,441,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,215,STO,Northern Sacramento Valley to Southern Tehama County Line Below 1000 Ft,CA215,P,nn,-122.2949,40.2198
442,442,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
443,443,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
444,444,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
445,445,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
446,446,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
447,447,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
448,448,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
449,449,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
450,450,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
451,451,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
452,452,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
453,453,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
454,454,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
455,455,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
456,456,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
457,457,64389,301623,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,Western Electricity Coordinating Council https://www.wecc.biz/Reliability/YEAR%202014%20OC%20MAP-1.pdf,2017-01-01T00:00:00.000Z,IMAGERY/OTHER,2017-01-01T00:00:00.000Z,PACIFIC GAS & ELECTRIC COMPANY,230,220-287,N,COTTONWOOD,DELEVAN,150792.8085,12,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
